0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,100CP,Crazed Physician,Van Helsing,"Domain: Knowledge: Reverse
Engineering","Amongst the many sciences and paths you know, aside from the usual Ominous Cackling, you... Can
actually patch people up easily. As a Crazed Physician, you can use the plainest tools on hand to mend
any variety of wounds and injuries. As well, you know the human anatomy down to the last blood vessel,
and can learn the anatomy of any other creature you dissect more easily."
2,,200CP,Cultured,Generic Isekai,"Domain: Knowledge: Reverse
Engineering","You're from another world, one vastly different from the one you're in now. More importantly, a world
filled with countless luxuries and entertainments. You have a natural skill for understanding and
reproducing any sort of food, game, toy, or other luxury item that you have personally experienced. Even
if you lack the necessary tools or ingredients, you can manage to cobble something together from what's
on hand. Once you get the hang of it, you can even figure out how to produce it cheaply and reliably, as
long as it's even remotely possible. And once you do that, it's child's play to introduce these foreign
delights to a new society. Give some orcs the joys of curry, or distribute othello boards to elven tribes.
It's fun and profitable!"
3,,200CP,"Dr Shen, I presume?",Endless Space,"Domain: Knowledge: Reverse
Engineering","You are really knowledgeable at learning from your foes. You always seem to learn something new
whenever you salvage enemies equipment. New weapons, armor, agriculture, the works. Every piece of
enemy salvage you obtain gives you new insight into fields of science you had not yet explored. Beating
the crap out of a caveman won't teach you how to make new laser cannons, but it will give you new
insight into obsidian knapping methods, or animal hide tanning. Knowledge gained is related to what you
are looking at."
4,,200CP,Finger of Silver,Macross,"Domain: Knowledge: Reverse
Engineering","While other kids were building tinker-toy creations, you were fiddling with your dad's car and doing a
better job than him. By purchasing this, meddling with machines and OverTechnology is as easy as
breathing for you. By getting your hands on something, you can easily figure out how it works and how
to copy its inner workings, provided that it wasn't just bullshit magic. The more advanced something is,
the harder it may be... but with time and effort, you just might succeed."
5,,200CP,What's This Do?,Titanfall,"Domain: Knowledge: Reverse
Engineering","The technology used in the frontier can be so complex and advanced it takes years for even the most
brilliant minds to understand. Really now? That's good, you needed something to do after lunch today.
Now, even if you're in a dropship in the middle of a firefight, you can decipher the inner workings of
technology so long as you have the controls to scre- I mean analyze."
6,,200CP,Xenospecialist,Gears of War,"Domain: Knowledge: Reverse
Engineering","The problem with fighting and violence is that it's no place for an egghead, and as a result valuable
information could be lost to a wayward grenade before study. You've taken it upon yourself to bring that
knowledge back, and as such you have an easier time understanding alien language and technology. It
won't give you instant knowledge, but as you study further you will find it becomes easier to
comprehend."
7,,300CP,Analysis,Adventure Time,"Domain: Knowledge: Reverse
Engineering","You have the skill and insight to make powerful analytical tools. Such tools are capable of showing you
the physical makeup of the things you come across, detect magic and alert you to hidden doorways."
8,,300CP,ANALYSIS,Medaka Box Abnormal,"Domain: Knowledge: Reverse
Engineering","Understanding is by far the most important thing. Once you know what you're dealing with, you can
formulate a plan to deal with it. You're just great at both. You're able to effortlessly and intuitively
analyse and understand anything that you can see or touch. The more complex or strange the thing is,
the more time you might need to understand it, but even Abnormalities can be figured out with a few
caresses and a couple seconds of consideration. Your understanding tells you how and why anything
you've analysed works and then gives you the knowledge on how best to bring out its full potential,
letting you turn people or objects into the best they can be over time, so long as they're open to your
training plans."
9,,300CP,Clever Kitty,CATastrophe,"Domain: Knowledge: Reverse
Engineering","Earless tech isn't usually easy to understand, but for whatever reason the inner workings come to you
easily enough. You don't understand how every bit of Earless teknologee works, but you have the basics
down to an exact science. So long as the teknologee you're studying still adheres to the laws of physics
(though they may be ones you don't know about), you can with time and the right tools discern how it
works. Of course, replicating it without the proper resources will be a problem, as will the time needed
to recreate anything more complex than a toaster."
10,,400CP,Bolthole Protocol,Honor Harrington,"Domain: Knowledge: Reverse
Engineering","While coming up with unbelievably advanced new designs may not be exactly your forte, what is is the
reverse engineering of the same. You need only spend a few moments working at something to get a
basic idea of how it works, and only get faster from there. No matter how advanced or obscure the
technology, you can eventually work it out, with a thousandth the time and effort it would take anyone
else."
11,,400CP,Diagnostic Manuals,Generic Factory,"Domain: Knowledge: Reverse
Engineering","You will get a manual for the upkeep and repair of every object you own. Each manual will be detailed
enough to diagnose anything that could go wrong in normal use and perform repairs. Manuals for items
you buy with CP can never be permanently lost, but you will only ever get one manual for any object you
acquire normally- you may want to use a photocopier on those.
* Useful when using items in crafting sources outside of the CF."
12,,400CP,Enemy Tech Progression,Orion's Arm: The Amalgamation,"Domain: Knowledge: Reverse
Engineering","Any technological device that you have subverted will reveal its inner workings to you. The blueprints,
knowledge and methods that go into the creation and operation of the technology you subvert is
automatically uploaded to your mind. If you cannot subvert a technological device, you can still learn its
secrets, but at a far reduced rate. You are also able to more quickly grasp the inner workings of those
subverted devices to improve on, and upgrade them."
13,,400CP,Improbable Crafting Skills,Generic Isekai 4chan,"Domain: Knowledge: Reverse
Engineering","You're an expert at recreating modern technologies with atypical resources. Even if you don't know the
full mechanics or manufacturing process for a particular item, you'll be able to craft it with local
materials or supernatural abilities through experimentation or sheer magical power. Post-jump, you'll
also have a much easier time interchanging materials and processes for technologies not native to your
original world."
14,,400CP,Lighter,Hive Queen Quest,"Domain: Knowledge: Reverse
Engineering","Given to the Red Queen by the Great Lee owning this lighter greatly enhances the rate at which you
research foreign technology, and can also start fires. Includes a small chain to hang it around your neck.
Fits all sizes."
15,,400CP,Reverse Engineering,Sekirei,"Domain: Knowledge: Reverse
Engineering","Bizarre alien technology, superrobots, genetic engineering. You might not know these disciplines, but
with just a single example to test to destruction, you should be able to figure out how it (used) to work,
how to apply the principles to new tech, and with a few projects under your belt, remake the original!"
16,,400CP,Reverse Engineering,Stellaris,"Domain: Knowledge: Reverse
Engineering","Sometimes other Empires are plain better than yours when it comes to technology and use of it. That is
where this comes in. As long as you can get your hands on a piece of technology, you can understand it
after several days of study. Another Empire has new lasers that outshine yours? Well all you need to do is
get your hands on a mostly working version and you're set to go."
17,,400CP,Reverse Engineering,Worm,"Domain: Knowledge: Reverse
Engineering","While you still possess an amount of scientific knowledge beyond the curve of modern society, your base
technical knowledge is far less than other Tinkers. This is however because your power lets you reverse
engineer the principles and workings of anything you can get your hands on, and then apply that
knowledge and understanding to your own work. Just seeing a device and watching it function gives you
a vague idea as to how it works, and examining something means you can derive the hows and whys as
to its functions. This requires time and effort on your part, in addition to the time and resources it'll take
to actually implement this new knowledge, but as long as you put in the necessary investment you can
always understand virtually any new technology. Your Tinker abilities will continue to expand as you gain
access to new technology and knowledge, with potentially no upper limit as long as you can keep gaining
samples to work with."
