0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,100CP,Bandit Gunsmith ,Borderlands,Domain: Crafting: Technological,"You have amazing technical insight and when shown a pile of broken weapons or energy shields you can use parts from some to reassemble others into decent condition. Don't expect it to be pretty, but you can nail 15 repeater pistols together to make a functional shotgun, or use bits of five shields to make one that works."
2,,100CP,Big Bada-Boom ,Azeroth,Domain: Crafting: Technological,"You may not make the prettiest of engineering gizmos, but boy do you know how to make them go BOOM! You can make big bombs or little bombs or big bombs IN little bombs capable of taking out an entire skyscraper. You are an expert at bomb crafting, able to make bombs the size of a marble that would make even Deathwing flinch. This also extends to defusing bombs if, for some reason, you don't want a boom, but that's just crazy talk."
3,,100CP,Gunsmith ,Alpha Protocol,Domain: Crafting: Technological,"People always forget that all Guns need some sort of maintenance, thankfully unlike other people you know and can easily maintain as well as repair almost any modern gun, and you also have a solid basis for learning how to maintain and repair or customize almost any gun that you can get your hands on, in fact your skill right now is good enough that you can at least ensure that whatever gun you clean up and maintain personally will never jam for whatever reason, who knows what you will be able to do in the future."
4,,100CP,Hammer Jammer ,MtG - Bablovia,Domain: Crafting: Technological,"Sometimes, all you need is a hammer. You've become insanely good at all sorts of Do-it-Yourself work and inventing gadgets, even with unusual parts. They might seem crude and useless from the outside, but the contraptions you invent do their job just fine. You also become good at repairing things, there's nothing you and your hammer can't fix."
5,,100CP,Laboratory Work ,IOU,Domain: Crafting: Technological,"Given a few hours and suitable tools you can almost always come up with a set of disposable tools that will counter a given gadget or ability you've encountered in the past. It'll only work once or twice, but with good sense that might be all you need."
6,,100CP,Tool King ,Modded Fallout,Domain: Crafting: Technological,"Starting with a cartload of random junk and ending with high-quality ammunition or power cells, cutting-edge improvements to power armor, overcharged laser weaponry or even entirely new kinds of science is practically trivial for the average Fallout protagonist yet their talents pale compared to yours. This Perk grants you immediate access to pretty much any kind of crafting shown in the Fallout series: from Hand Loader to Science! and Chemist to Robotics Expert, if it somehow involves building things out of other things (from guns to ammo to even entire buildings), you've got it - including perfectly memorized designs for the kind of components and tools you might need, like the Robotics Workbench or Nuka-Cola Mixer station. In fact, you're good enough that you'll never make mistakes while doing this type of crafting (assuming someone doesn't start shooting at you or some such), and you'll be perfectly aware of where you were in the process if you do find yourself interrupted and have to continue later on."
7,,200CP,Connector ,Terraria - Journey's End,Domain: Crafting: Technological,"Switches and wiring may seem rather simple on the surface, but there is a host of complexity lurking just under the surface. After all, these skills were why the Mechanic was kidnapped, to help with rebuilding the lost body parts of the Moon Lord for his cult. You are not quite at that level yet, but you do now have a large amount of skill in designing networks and working out how to bring all of the moving parts together to create something greater. Actuators, sensors, conveyors and more, you can construct extremely complex mechanisms and arrange location and timing so that they all work together smoothly. Eventually, it is entirely possible that you could develop plans for building things like the Mechanical Bosses."
8,,200CP,Enhanced I.C. Chip ,Mega Man Classic,Domain: Crafting: Technological,"You know how to create stronger I.C. chip, these chips from the core of a robots personality, it's memory and the likes. Stronger chips are less fragile and less susceptible to reprogramming. Any sapient machine you make will retain their own personality, even though virus attacks and so long as the chip remains intact, they can outlive their body."
9,,200CP,Fingers of the North Star ,Cave Story,Domain: Crafting: Technological,"You have a natural talent with machinery, and this extends to firearms creation. You can disassemble, analyze, and reassemble any projectile weapon you come across, and you have the ability to create unique, one of a kind guns that utilizes odd and esoteric technology. You also gain a free 'stamp' you can apply to any weapon you create, to show it's your work. Upgrading existing weapons is a breeze as well."
10,,200CP,Legendary Craftsman ,Modded Fallout,Domain: Crafting: Technological,"Remember all those unique prototype weapons with crazy awesome effects? The Legendary items in Fallout 4? The games have had their fair share of 'better than normal' items, and you know just how to make them. You have the ability to substantially improve whatever items you work on, needing at most enough components to build a second copy of the item in question. Whether it's dumping half your power cell into each shot a la Pew-Pew, making every bullet fired by your Minigun into an explosive round, or crafting armor that boosts your stats with no regard for how or why it works, you've got it all. Never again will you need to worry about being unable to find that Two-Shot or Instigating Gauss Rifle! You'll even be able to (slightly) fudge where those unique effects could be found, like making Power Armor with special effects or a Gatling Laser that does fire explosive rounds. Beams. Whatever."
11,,200CP,Maliwan Intern ,Borderlands,Domain: Crafting: Technological,"At some point, you got lucky and figured out how Elemental Weapons really work. You know how to use them to best effect, allowing you to set enemies on fire regularly, melt people with acid bullets, and have ALL kinds of shocking adventures with electrical ammo. If you have any technical training, you can even jury-rig ways to apply elemental effects to other weapons, as well."
12,,200CP,Rotary Slug Thrower ,Smash Up,Domain: Crafting: Technological,"Those aren't usually automatic you have a gift for rapid-firing weapons, and modifying weapons to fire faster. Never enough dakka."
13,,200CP,The Love of Lightning ,Fate/Grand Order,Domain: Crafting: Technological,"Steam Power! Coal! Electricity! The Nuclear Age! All the greatest revolutionaries have brought new power with them, their obsessions letting them take great bounds over the opposition to advance all of humanity. You share that same potential with one form of technological power, greatly advancing your skill and potential when dealing with technology that uses it. It could be electricity powered tech, steam powered tech or even wind powered tech. Whatever you choose, you'll be able to make them much stronger, much more efficient and much cheaper than you normally could. Not all energies are exactly equal however, so you may still find yourself needing more resources than normal, though you'd still get the increased power and efficiency."
14,,200CP,Weapon crafting ,Devil May Cry,Domain: Crafting: Technological,"Alright, so you fancy yourself a weapons dealer, huh? Well now you know the ins and outs of every single tool made for killing that you get your crafty little hands on. Swords, handguns, axes, sniper rifles, spears, rocket launchers, it'll all come naturally to you, and you will be able to create these weapons or even improve them with your own custom designs. And to make it even a better deal, you know how to modify a weapon to have unlimited ammunition capability. So go nuts, buddy. You've earned it."
15,,300CP,Adventurous Engineering ,Van Helsing,Domain: Crafting: Technological,"You know the ins, outs, secrets, and quirks of the technology inherent in this age. As a result, you can engineer just about anything that will run on electricity, from a horseless carriage to the ever-powerful Tesla-Coil Cannon. You just need the parts, which shouldn't be hard to come by... Right? A quirk of Adventurous Engineering is that your technology always gains a bit of a Victorian flair to it."
16,,300CP,Gadgeteer ,Young Justice,Domain: Crafting: Technological,"An inventive mind and the know how to make gadgets; though they can't do anything too outside of normal physics, you are perfectly capable of making functional things like grappling hooks, tracking devices, boomerangs that automatically return to you, and trick arrows. In addition to being very cheap to make, any gadgets that you have are almost as intuitive to use as your very limbs, allowing you to use and switch between them easily and without hassle."
17,,300CP,High-Frequency Manufacturer ,Metal Gear Rising,Domain: Crafting: Technological,"A blade launderer, huh? Anyway, you can now make a HF blade out of anything you want. Depending on the original craftsmanship of the weapon, it could be good or shit. But if you picked this, you probably have something in mind. Must be a physical object. No lightsabers and the like. Yes, blunt objects can become HF weapons. No, they can't cut. They only get stronger, and can resist other HF weapons."
18,,300CP,I Can Fix It! ,Reborn,Domain: Crafting: Technological,"Technology is a wonderful thing, and you discovered that long ago. You have a knack for Flame rings and machines of all kinds, and can fix or maintain most machines. You can even improve them to beyond their normal specs. Comes with its own toolbox."
19,,300CP,Mechanist ,Fallout 4,Domain: Crafting: Technological,"You know what makes robots tick or beep. Not only can you repair and create them from scratch, but you can also cobble them together, creating some sort of robotic Frankenstein's Monster that's loyal to you and you alone while also incorporating all of the best components of the robots it's made."
20,,300CP,Robotics ,The Avengers - Earth's Mightiest Heroes,Domain: Crafting: Technological,"Making robots and sentient AI is almost second nature to you, with the ease that you create them with. You also have knowledge of robotics in general, and can easily disable or hack one if you can access its software."
21,,400CP,Armored Jumper ,The Avengers - Earth's Mightiest Heroes,Domain: Crafting: Technological,"You've got the know-how to create suits of power armor more along the lines of Crimson Dynamo in terms of size, though with much higher quality. Actually powering the armor is a bit trickier, as you lack the ability to make Arc Reactors with this alone, but it's possible that you can make an equivalent- or even run the armor off of something else entirely. With Sleek and Efficient, your armors can be closer to Tony Stark's in size."
22,,400CP,Clockwork Artist ,Hellboy,Domain: Crafting: Technological,"Kroenen is said to have created a clockwork bird capable of singing Mozart in his earlier days, though the assassin's love of music is less well known than the fear he inspired later in life. He is now more well known for his other clockwork inventions- namely his hand, and the clockwork mechanisms spread throughout his body that when wound up give the man his deadly strength, speed, and reflexes. You are capable of creating similar mechanical inventions, though you may lack the ability to self-modify to his extent without his love of pain and lack of blood."
