0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,100CP,Creative Leaps ,Lords Of The Night - Liches,Domain: Quality: Efficiency,"You might not be as good at putting in the work, or checking all the steps, or keeping up with the research. What you can do, is make wild leaps that are consistent with what you know, jump to simpler solutions, and causally realize more elegant approaches to what seems like complex problems. A smarter mind than yours might figure out what actually has to happen to solve a problem. But seeing that solution, you can jump to how to do the same thing in a tenth as many steps, as you figure out how one action can solve two problems, and set you up to cleanly execute the next step. And your solution will be more robust to boot. You're also more intuitive, able to pick up and realize things without ever knowing why you picked them up or realized them, and more creative in general."
2,,100CP,Efficient Electricity ,Generic Video Game Developer,Domain: Quality: Efficiency,"Energy. Computers, being devices able to calculate AI paths while simultaneously rendering graphics for players to see, use a decent amount of it. Thankfully, you seem to be extra skilled in the area of computer electronics, able to make devices that not only use smaller amounts of energy for the same work, but are also more resilient than the average gaming device, able to handle electrical surges far better than most."
3,,100CP,REMODELLING ,Medaka Box Abnormal,Domain: Quality: Efficiency,"Why be satisfied with just what you were born with when you can make improvements? Through a variety of methods of experimentation, you are able to directly improve the power and efficiency of living beings or inanimate objects by remodelling them. This can be as simple as making an animal not afraid of powerful people or as complex as turning someone into a powerful cyborg or bringing out latent Abnormal or Minus powers within your own brain, given you can use Remodelling on yourself just as easily. There's not much of a limit on how much you can improve someone but it will take more and more resources the crazier and stronger the changes you are making are.
* Keep in mind the crazy and strong changes are comparative to a world with reality warping conceptual powers galore"
4,,100CP,Savant ,Family Matters,Domain: Quality: Efficiency,"There is some area of endeavor in which you are truly brilliant. This could be Waldo's talent for cooking, a particular sport, music, or any other real world skillset. You have the talent to be among the very best in the world, if you put in the work, and will achieve that status in far less time than most. This perk can be purchased multiple times"
5,,100CP,Spanner Hand ,Revelation Space,Domain: Quality: Efficiency,"You're very good at fixing things...and, it has to be said, breaking them as well. You've a keen eye for the right places on a machine to do some damage; load-bearing supports, sensor clusters, stress bands in the hull. But the reverse still holds: when it comes to up-armoring something, reinforcing it, and ironing out any weaknesses, you'll find the optimal placement for those, too."
6,,100CP,Technical Expertise ,Iji,Domain: Quality: Efficiency,"You're pretty damn impressive when it comes to all sorts of technical applications. With this, you can better modify your own weaponry, armor and augmentations. Or just be creative and accomplish tasks like rigging an elevator to catapult it's occupants into the ceiling, turning them into paste. Fun."
7,,100CP,The Right Tools ,Generic Cyberpunk,Domain: Quality: Efficiency,"They can be hard to find, but when resources are hoarded and hard to come by you've learned to make do. You can easily improvise for tools and materials you lack by creatively using what you do have, even if that means using scrap to build the tools to build the tools you need. Even if you're lucky enough to have a fully stocked workshop or lab this will come in handy, as you'll be able to do a great deal more with what you have instead of needing to commission or build specialized equipment for every unique little thing. You'll never be empty handed and useless for long."
8,,200CP,Artist's Eye ,Inception,Domain: Quality: Efficiency,"You've always had a keen attention to detail, but it's about more than just sight. Smells, sounds, if anything the dreams are defined by how they feel. Your skill at paying attention to the minutiae of your environment not only allow you to craft more intricate dreamlands for others to enter, it also lets you spot the details that truly matter. To some, an elevator is just a means to get from one floor to the next, even in the dream. For you? You might realize just what each of those floors represents, and how important it is that you know just what lies within someone's subconscious..."
9,,200CP,Educated guess ,Factorio,Domain: Quality: Efficiency,"Your subconscious mind works overtime to sort and fact-check everything you know, granting you a sort of poor man's precognition. In the field, your hunches are uncanny in their accuracy (but knowing false information can return wrong answers.) In the laboratory, this vastly speeds up your work as you quickly identify problems, test for the right thing the first time, and are directed to asking the right questions to find the best solutions. The more you know about a subject, the more this perk helps you."
10,,200CP,Excellent Craftsman ,In Another World With My Smartphone,Domain: Quality: Efficiency,"You are incredibly talented at making things. What kinds of things? All kinds of things. You are simply that talented after all. Anything you personally make, or direct the creation of, will automatically be top-quality, and you never need to worry about making mistakes in the creation process. To get you started you may pick any four mundane skills related to making things, which you start as a master of.
FREE: Magic - Affinity for two elemental magics along with null magic crafting (i.e. runes, enchanting, etc) "
11,,200CP,Facile Frivolity ,Rimworld,Domain: Quality: Efficiency,"You know just how to use excess resources. This may seem somewhat oxymoronic but whenever you possess a surplus of goods, be it food, medicine, or some crafting good, you will know exactly how best to put it to use. Maybe an extra half centimeter of plasteel insulation will make it so your lightbulbs never burn out! Progress!"
12,,200CP,Fixer Upper ,Dark Cloud 2,Domain: Quality: Efficiency,"When they put you through an apprenticeship, the first thing they did was to tell you to take apart a train. Then put it back together again. Then they repeated the process, removing parts bit by bit, and yet every time you still managed to put the train back together. Eventually you've come to realize that you can repair things - all while removing any extraneous parts to ensure that the efficiency of a machine is optimized. Machines that you've tinkered with don't seem to need as much to work as others might."
13,,200CP,Heart of Fire ,Nexus 2.0,Domain: Quality: Efficiency,"Fire Elementals possess a form of magic called the Ember. This magic grants incredible resistance, bordering on immunity, to heat and flames, though it does nothing for the pain that heat can cause. However, that is merely a side effect. The true use of Ember is as a form of refinement, materials exposed to ember infused flame have their traits enhanced. Food becomes tastier and more nutritious, metals become more resilient, and potions last longer or have an increased effect. This does, however, require the material to be exposed to flame, so this will not work on certain materials."
14,,200CP,Innovator ,Final Fantasy XIV,Domain: Quality: Efficiency,"You'll never make a name for yourself if you can't innovate - and sometimes, innovation requires you to take risks and make mistakes, even ones which might be catastrophic. It takes effort to gain experience, and it takes courage to put in effort - but you've also got a bit of beginner's luck whenever you start trying to produce something new. You're far more likely to succeed - and consequently far less likely to fail if you go in completely blind, but more importantly than that, you're not likely to come up with a completely useless product in the end."
15,,200CP,Insightful Analysis ,Freefall,Domain: Quality: Efficiency,"Whenever you build, invent, scan, design, or perform a major repair on something, you have a clear and accurate understanding of it several decades in advance. The errors, issues, bugs, problems and so on that would be discovered with mass production and mass use of whatever item are clearly understood by you, alongside the fixes and preventative measures that would come into play."
16,,200CP,Master of the Forge ,Monster Girl Encyclopedia,Domain: Quality: Efficiency,"You are a master at crafting everything from simple items to masterwork weapons. You need to devote considerable time to each individual item, but the resulting masterpiece will always be superior to a normal version of that item. You also know how to enchant your works with special enchantments, whether blessings that strengthen you in battle or curses that corrupt you."
17,,200CP,Nanocataylst Augmentation ,Crysis,Domain: Quality: Efficiency,"The Nanosuit and it's successor was reverse-engineered from Ceph technology, and retained it's compatibility with their technology, beyond simple common protocols. It was also able to take in fragments of Ceph technology to decipher advances and take aboard specialized nanomaterials for its own use, making it stronger. This technique can also be applied to other types of equipment or symbiont, enabling them to take aboard fragments of other similar pieces of equipment to improve their capabilities. 'Similar' refers to technologies within the same general category. Rifles, Ceph Hardware, technology derived from a specific civilization and so on. Items may belong to multiple categories at once."
18,,200CP,Quick Seed ,Nexus 2.0,Domain: Quality: Efficiency,"Seeds are normally slow to grow, with more Light potentially cracking it open and wasting the effort. Sapphire goblins, however, have taken what many would consider a hazard and turned it into an art. Any Seed formed by a sapphire goblin is more stable, able to be pushed farther before it breaks open, allowing them to build them up faster. Additionally, in moments of need, a sapphire goblin can overload a Seed, holding it together just long enough to overpower it, before they let it break to use the Seed at a much higher power than normal."
19,,200CP,Robert the Builder ,Invincible,Domain: Quality: Efficiency,"You can seemingly build and organize anything with far less hassle and for greater results than most would experience. You are able to be the driving force behind projects large enough to affect entire countries or maybe even the world in its entirety. Somebody 'glassed' Las Vegas? Don't worry, you could lead a project to turn it into the world's largest and most efficient solar farm that can provide cheap electricity to Half of America. Some super villain messed with the tides the world over? You, with the help of some geniuses, would be able to successfully direct the building of a secondary artificial moon to set the tides to right. Truly, the sky itself isn't a limit."
20,,200CP,Well-Forged | Greek Body ,Assassin's Creed Odyssey,Domain: Quality: Efficiency,"Well-Forged (200CP) A misthios lives and dies by the quality of their weapons, and you have a particular edge in that department. All of your weapons and armor will remain in top condition with minimal maintenance, and you instinctively know how to take care of what little maintenance they do need. What's more, your weapons and armor will improve as you do. As you train and become stronger, your weapons will become that much sharper, your armor that much harder, without you needing to do anything beyond training or fighting. This effect can extend to non-violent tools as well.
Greek Body (0CP) You will need to be strong to survive in this world. Your body is close to the peak of human strength, strongly muscled and toned by a lifetime of training. You are especially skilled at the so-called “Leap of Faith”, allowing you to fall from great heights and roll to land with little to no injury"
