0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,Free,Warlock,Baldur's Gate 3,Control,"At your core, you are a seeker of knowledge... or power if you prefer, it leads all leads to the same road at the end. Through pacts made with otherworldly and powerful beings, you gained access to an arcane might few can even dream of achieving. Nature of your pact and patron may be determined by you, as well as the severity of your pact and your relationship with your patron (you don’t need to sell your soul for power basically, although you may be into that, I won’t judge). Your patron may sometimes require favors and the like, but it won’t be anything debilitating unless you choose the relevant drawbacks."
2,,Free,Sanwe-Latya(Tier 1),The Silmarillion,Control,"Meaning ‘thought-opening’, this is a capacity that all thinking beings in Arda possess, from the greatest of the Ainur to the least hobbit. In short, every thinking mind is at least potentially capable of sensing others, and both inserting its thoughts into other minds, and reading the thoughts of others. However, there are many limitations on this process, which prevent every Tom, Dick and Barliman from making use of - or knowing about - this ability (see Notes).

With this you, like every person in this world, gain the latent ability to develop this skill to at least some extent, to contact and read the minds of others and project your thoughts into theirs, whether to communicate or compel. This can be very useful for interpreting thoughts others wish to reveal, and thus in interpreting unfamiliar languages.

Perhaps more importantly, though, you gain the likewise-universal ability to close your own mind, whether to particular individuals or to all. This barrier of ‘unwill’ makes it impossible for even the greatest and most powerful mind in Arda to perceive or alter your thoughts - but you can still be persuaded, intimidated, tortured or tricked into lowering it. By default, the unwill still provides a strong barrier against other means of intrusion from outside this jump (e.g. psychic powers), but is not entirely invulnerable. In future jumps, characters will be able to close their minds against your thought-reading and thought-sending in a similar way, regardless of the local metaphysics, and with time you may be able to teach them to close their minds against similar intrusions by other means."
3,,Free,Augustus,Anima Ark Of Sinners,Control,"A high ranking official of Ark, he was the one behind the creation of the Zero Generators and became the Shadow known as Obscuritas. Your arrival seems to have allowed him to return to his previous form and is very grateful to you for freeing him from the frozen time."
4,,Free,Celia,Anima Ark Of Sinners,Control,An ex assassin runing away from the assassin group known as Selene. After getting manipulated her whole life she really needs a friend or perhaps more.
5,,Free,Grim,Twisted-Wonderland ,Control,"A cat-like monster that has an unfortunate tendency to get addicted to eating Blot stones. Has his own magic and is very attached to you, whom he calls ‘best underling’. In future Jumps he may develop a taste for other corrupting energies."
6,,Free,Magical Language,Disney’s American Dragon: Jake Long,Control,"For some reason every magical creature understands each other and can speak English if they really want to. Now even if you don’t have much magic you have this ability. Doesn’t translate written text though so you are going to have your work cut out for you there, but at least you can understand what people around you are saying."
7,,Free,Scarlet Valkyrie,Elden Ring - Caelid Wilds,Control,"A young woman who bears an incredible likeness to a younger Malenia, Millicent is on a journey to discover who she is, and what her destiny is. Perhaps you could assist her on that journey, or simply push her towards completing her own ends. In time, she may prove to have divine skill with a blade, so long as you find a way to work past her missing arm."
8,,Free,Mirages(Starter),World of Final Fantasy: Mirage Keeper,Control,"This is undiscounted. Cogna count for this section where applicable. Any Mirages/Cogna in your Prism Case or on you at the end of the Jump count as followers. If you replaced one of the siblings and you didn't pick the Starter Mirage option, you will happen to find the Mirage in its Prismarium in your shared room after entering Grimoire for the first time.

Starter Mirage: If you are replacing one of the siblings this is Tama. As for just being their Cousin? Well you could pick from a Chocochic, a Mu, a Mini Golem, a Mandragora, a Copper Gnome, a Floating Eye, a Babyhemoth, a Black Nakk, a Red Cap, a Goblin, or a Black Chocochick. This is the free option."
9,,Free,Shared Spirit,Bleach,Control,"Is it even possible to possess the same Zanpakuto as another Shinigami? Perhaps, depending on your beliefs. It is at least true for you, as rather than something suited to your own being, you have the same Spirit and powers as an existing Shinigami. Despite this, you’ll find yourself getting along with and understanding your Spirit with ease, as if you were meant for each other. However, be warned that Soul Society considers it a highly illegal trait, one that results in the execution of the less worthy wielder of the Spirit. "
10,,Free,Seed of Life,Shin Megami Tensei V,Control,"Yes... you do have potential. Please... show it to me.

This Sacred Seed is something granted only by Sophia to those who were recognized by her. Within lies the unique power to create Demons according to the Wielders desire. You may shape at will what they become, their relation to you, their power, made in your image. Truly a terrifying power… one worthy of a Creator God. If you manage to o Fuse over 75 % of the Demons in this World, the Sacred Prostitute and Mother of Demons will recognize you and gift this Seed to you.

Requires World of Shadows to Purchase"
11,,Free,Chibi Eikons,Final Fantasy XVI,Control,"You gain miniature versions of all the Eikons, they are harmless but quite affectionate with you."
12,,Free,Sirius Light,Fate/Grand Order Part 2,Control,"Masters normally have Command Seals to give orders to their Servants, being powerful clumps of magical energy. As a former member of Team A, you have received a special twist on Command Seals, something called the Sirius Light. These blue Command Seals are dozens of times more powerful than normal Command Seals. With it you could enhance a Servant to be able to almost cripple a being on the level of the Godlike Rank with their Noble Phantasm. It is worth noting, however, that using the Sirius Light primes you to explode. The resulting explosion, as a normal Magus, would be comparable to a particularly powerful nuke, and it’ll likely be even stronger should you possess additional power. That said, you could feasibly avoid exploding by dying before the Sirius Light detonates. In case it wasn’t clear, you only get one. A powerful but risky trump card, to be sure. You do get it back on the next jump at least."
13,,Free,The Wildcard,Persona 5 Royal,Control,"The true Power of the Fool. It is the beginning, the source of all other Arcanas. The Origin of Power unlike anything else.

Thanks to the Wildcard your Persona abilities are holding vast potential. Your Persona gained from ‘I am Thou’ will be forced to be one of the Fool Arcana which will start out weak. However that is the only limitation you have in regards to Personas and even that one may break if you take the time to develop your starting Persona.

You are now able to hold multiple Personas within you. Usually this would be impossible since only one Heart exists per person but you have hit the Jackpot. This allows you to be MUCH more versatile in your fighting style. Keep in mind you will copy the resistances and weaknesses of your currently equipped Persona. If your Persona is weak to fire but strong against ice you will be the same but if your switch to a Persona that is weak to electricity but strong against ice this will immediately carry over so do be aware of who you have equipped at any time. Not counting your initial Persona or your Ultimate Persona, you can hold 12 other Persona at any time within you.

Lastly, you are able to form lasting bonds with people. By repeatedly interacting with others you will find yourself connecting to them. These bonds, when nurtured and allowed to grow, can become so powerful that they can traverse time and space itself. These bonds, also known as Confidants or Social links if you prefer, will all be sorted into one of the many Arcana’s, maybe even more abstract or less common ones like Faith or Aeon depending on the person. You find it as well much easier to connect with people and befriend them and friendships can happen as easily as breathing.

By maxing out the bond with said Person, which you will notice by a melodic voice announcing it, you will be able to summon forth the Ultimate Persona of said Arcana, posing great skills which I am sure will aid you greatly.

Hone this power and the bonds you forge. Do not forsake them and you will find that companionship is a tremendous power.

Boosted: Your rebellious spirit has reached new heights thanks to the Wings of Rebellion. One might wonder how a Wildcard could gain an Ultimate Persona since they have so many masks within themselves. This is the answer. The true power of humanity and the bonds you forged. By gathering a Deck of 20 individuals all responding to the Arcana’s, loyal to the point where they would even die for you and aid you in anything you need, you can bring forth YOUR Ultimate Persona. One powerful enough to make Gods shake in fear.

This is how one usually gains such power. For you though, purchasing said Wings of Rebellion will be enough to at least start.

This Persona is either of the World or Fool arcana and will have a wide variety of resistances and immunities. Its power is already incredible but not yet its peak.

Your Persona will have one unique skill of your choice, its signature skill so to say like Sinful Shell and Myriad Truths which you can design yourself, alongside Victory Cry and whatever skills your previous weak Fool Persona had, while sporting a powerful trait that you can create yourself as well. That’s it however. It has not yet the raw Power of Satanael or Izanagi-no-Okami.

One day you might be able to awaken to such a Persona without paying for it via CP but you will find that doing it here has its uses. For one, if you still manage to forge such close bonds the Power of your Ultimate Persona will be even greater than it would be usually. Gaining it so early also allows you to customize it more directly and early on to fit your preferences. Then you will truly be a Godslayer.

Boost Requires Wings of Rebellion to Activate"
