,CP Cost,Name,Jumpchain,Chapter,Description
1,Free,Laplace Factor,Mushoku Tensei,Refinement,"While magical reserves are determined at birth, there are some exceptions like those with a Laplace Factor
which allows them to grow and expand their magical reserves to a substantial amount during their childhood.
As a jumper you also have this Laplace Factor dialed up to eleven and it won’t disappear once you’re grown. It
lets you expand your magical reserves infinitely by simply depleting your magical reserves and allowing it to
recover. It also grows with time doubling in amount every year even without doing anything. Furthermore, you
also lack the disability of being unable to wear Battle Aura like most beings that have the original Laplace
Factor possess. Should you have multiple types of energy pools, this would allow you to combine it into one
energy pool that has all their advantages and devoid of their drawbacks though you can split them whenever you
wish."
2,50,Motivated to Greatness,Generic Exalted,Refinement,"Choose a Motivation. It must be suitably grand. “I want
to abolish the slave trade and have the Guild openly acknowledge they will not deal in slaves”
counts. “I want to to throw down the corrupt and decadent Monarchy and establish a fair and
equitable government” also counts. “I want to make a really great tasting sandwich” does not,
nor does “I want to live a boring humdrum life”. So long as you are striving towards your
Motivation you will find that your reserves of essence stretch just that little bit further, that your
willpower is just that little bit more resolute, and that your skills and abilities are just that little bit
sharper and just that little bit more refined than they otherwise would be.
Taken individually these changes don’t amount to much, nor do they usually result in anything
too amazing moment to moment, but in the long grind their benefits might just allow you to
realize an otherwise impossible dream."
3,100,The Drifting Iron Body,Cradle V1,Refinement,"This iron body involves undergoing a process to weaken gravity's hold on the body, making you lighter. The normal transformation process involves being woven into a silken cocoon made by refiners from plants that grow among the clouds. It feels like being suspended among hundreds of pillows for several hours a day over many weeks"
4,100,Hidden Spring Iron Body,Cradle V1,Refinement,"This Iron body allows the user to maintain large amounts of water. So-called because they can go a long time without drinking water, so the idea is that they have a ""hidden spring"" inside their bodies and they never have to drink at all."
5,100,Disciple’s Discipline,History's Strongest Disciple Kenichi,Refinement,"­ You have the most important feature of a disciple;
discipline. You will never grow bored or lose focus while training and will receive a modest
boost to your willpower and mental fortitude whenever your master orders you to do something.
Furthermore you will not be dissuaded from training as a result of great physical pain or danger.
In fact, the presence of danger and pain only makes you train harder and may help you improve
your physique faster."
6,100,Used to it,History's Strongest Disciple Kenichi,Refinement,"Having grown up around martial artists everyday, you are no stranger to
combat and the fear of imminent demise. It becomes nearly impossible to traumatize you as a
result of battle. You could be involved in a war and come out of it with no anguish or long term
mental consequences. When faced with dangerous or traumatic situations, you keep a clear and
logical vantage point. You can reasonably make the same judgement calls during a high­stress
circumstance as you would in an academic or armchair discussion."
7,100,"Dominated by Triangles",Baki The Grappler,Refinement,"You have a grasp of your own center of balance and that of your opponent that lets you
render the notions of weight classes all but meaningless. You can move like a lightweight
while dealing hits like a heavyweight, due to how you distribute your mass. This may even
fool the opponents’ senses to think they’re fighting a giant or a puff of smoke. –"
8,100,Animal Instinct,Tekken,Refinement,"You have a primal side. Maybe you’re even an Animal? Either way you find
yourself having strong natural instincts. When there is a danger you can’t beat you know when to run
away. Your reflexes are greatly enhanced, and you can talk with other animals. "
9,100,Intimidation,Toriko,Refinement,"In a world filled with dangerous beasts there will be times when fighting isn't the best solution. Instead of running away however, you have learned the power to either convey just how dangerous you are to those around you. Throwing your intent, menacing glares, a wild shout, or maybe just a simple statement is all it takes to show people and beasts you mean business. This doesn't always mean you can scare away your foes. If something is stronger than you, extremely wild, or possibly lacking in intelligence to know better, your intimidation can fail."
10,100,Grafting,Toriko,Refinement,"With the impressive recovery and regenerative abilities of Gourmet Cells, your body can transcend the limits of biology. With this you can now graft human body parts to yourself with a hundred percent success rate and be able to use them effectively. Even more, you can graft the parts of other species and even plants onto your body to gain their abilities though a talented surgeon is still required."
11,100,One Can Dwell in the Cells,Toriko,Refinement,"As a being born from Gourmet Cells, one could easily manipulate own cellular structure. Stretching, shapeshifting and high speed regeneration come easily to you. No true strength if it comes with the ability to reside in another person's Gourmet Cells. Thanks to it, there will always be two against one in combat, or just assisting with other actions."
12,100,Spartan Discipline,Saint Seiya : The Original Series,Refinement,"The training that the Knights of Athena are put
through is nothing short of hellish and soul-rending. That’s why you can both appreciate the
simplicities of everyday life as easily as you can discipline yourself for the battle to come. In
short, you have no difficulty in separating everyday and peaceful life and the stress of battle -
the horrors of war and the adrenaline of a true fight will not surface in your mind until it is
needed, and simple ‘slice of life’ moments are all the more vivid and enjoyable to you for it."
13,100,From The Tides,Saint Seiya : The Original Series,Refinement,"The servants of Poseidon are certainly not
landlubbers, and neither are you. You have fantastic swimming abilities and even possess the
ability to breathe underwater just as easily as you do on land, and you suffer no ill effects from
being in the water for too long."
14,100,Weather The Storm,Saint Seiya : The Original Series,Refinement,"Through rain or storm, the warriors of the mighty
Sea God must be both vigilant and sturdy against both the elements and their own God’s wrath
upon nature. Outside of battle, your body is a little bit tougher and possesses more stamina for
the purposes of survival or withstanding the elements, letting you walk through a raging storm
as easily as you would a bright and sunny day"
