0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,0,Neutral Endowments,Trials In Tainted Space,Alternate Forms,"There are an amazing variety of body types and changes in this universe. From bipedal to tauric to spiders, from people with wings to people with tentacle legs, every person can be different. And since you are probably not going to spend too long in a single form, take this perk. Regardless of whatever your body has or is, you can go about your day without any more difficulty than if you were a plain old human. You could have 10 tentacle tails, or be carrying 15 babies, or be 12 feet tall, or have breasts the size of wine barrels that are lactating actual wine by the liter, and none of that will get in your way, or cause you pain. You also will immediately know how to control said body regardless of any changes."
2,,0,Non-Human Form,Although Young People Recoil from Entering the Black Magic Industry...,Alternate Forms,"You now have a beastman form, ranging from the classic catboy to gator-people, basically anything on the furry scale. "
3,,50,Everyone's Self Insert,Fate / Blacked,Alternate Forms,"From here on out, you are not one person, but two. You may, at any time, change your gender such that you might become your own sister or brother. You cannot change your form away from what this theoretical sibling of yours would look like, but you can choose to have the people around you acknowledge this change - or not. One day you might be a man who was a girl yesterday, the next you were always a boy. It’s a bit niche, but going from Gudao to Gudako on a whim has it’s uses."
4,,100,[Cute] Animal Heritage,Kemokko Zoo,Alternate Forms,"Even when they become “human” at night, the zoo’s animals still retain some of their respective species’ physical features – and abilities, from the Viagra-like milk of camels, to the pheromones that giraffes emit through their pee, to the hyena’s retractable pseudopenis.

For all bodies and forms you have, special physical features and abilities associated with a specific form can now be carried over to your other forms, even if it should be impossible with your current physiology. Moreover, these features will now be undeniably cute (and sexy), no matter your form.

Please note that this only accounts for inherent, physical traits and features that naturally come with your forms; things you develop or gain on your own that aren’t part of your race’s natural life cycle do not qualify for this perk. 

In addition, when you first gain this perk, you automatically get the physical abilities of a specific, real-world animal of your choice to be shared freely across your forms."
5,,100,100% Pure Human,Succubi’s Supporter,Alternate Forms,"You aren’t a part-succubus anymore, you’re a real human. Completely, full-fledged, one hundred percent human. Even if you very clearly aren’t a human, you still qualify as being a human whenever it is beneficial to you. People can tell that you’re a human upon seeing you, or a depiction of you; in this world, this will definitely attract succubi/incubi, but it may have uses on other worlds too. If you don’t look like a human, people will ignore that fact and treat you as a human being anyway.

Being a human, you are naturally attractive to non-humans of sophont-level intellect, and creatures like monster girls will definitely thirst after you as long as you find them attractive in return, even in a setting where the monster girls aren’t particularly lewd. You are likely to receive preferential treatment, especially in a world like this one.

Finally, you are absolutely delicious, even to other humans, but especially so to
beings that consume sexual energy such as succubi. Your fluids, the taste of your crotch, your scent... fortunately, it isn’t delicious in a way that inspires hunger, but lust.

You may toggle any or all of these effects on and off as you so desire."
6,,100,An Orc's Body,Erona,Alternate Forms,"Now most orcs may be stupid, but there is a reason why, despite most humans wishing for your kind’s extermination, that orcs have survived so long as a species. Orc bodies possess thick skin with a strength like that of steel making it so that only strong humans or those wielding magic can seriously hurt them. Of course, orcs also possess plenty of brute strength to go along with it, smashing down locked doors or any pitiful barricades to get to the delicious women inside. Finally, as a species corrupted by lust, it's no surprise that their own sexual prowess is hyper charged as well. Every orc is gifted with a massive set of genitals and, of course, in a hentai logic way, your D will just feel amazing to anyone you put it in, and issues like not fitting or injuring the women you give it to seem to never occur. Finally, you also have the ability to easily keep going long after most humans would have been completely exhausted."
7,,100,Auto-feminisation,Futadom World,Alternate Forms,"In this world, masculinity is a rarity. The males considered most attractive are often those considered cutest and most feminine. Thankfully, you’re most certainly that. This perk means that any alt-form you take can, at your behest, bear an adorable, feminine cuteness that can make even the ugliest ogre something people want to just sweep off their feet."
8,,100,Beastkin,A Change of Tactics V2.2,Alternate Forms,"Beastkin are a collection of several different races known for their shapeshifting powers, such as Ylisse’s taguel, or the wolfskin and kitsune tribes native to Nohr and Hoshido. These races are nearly extinct but you count yourself among their numbers. Not only is your human form supernaturally strong and tough, comparable to the physical power of the manakete race, but by using a beaststone you can transform into a mighty warbeast, augmenting your natural strengths even further still and gaining the enhanced senses of whatever beast you transformed into. Be wary of beastbane weapons though, for these can punch through your augmented defenses. Taking this perk also gives you a free beaststone as a fiat-backed item. Should you lose it another one will find its way into your possession by the next day."
9,,100,Harpy Form,Monster Musume no Iru Nichijou,Alternate Forms,"Typically birdbrains, an adult harpy is strong enough to carry a lamia while flying and has enough durability to ram through a window at a high speed and not get hurt. They also have bad night vision and can lay unfertilized eggs worth millions (of yen) to the right person."
10,,100,Hekyll & Jyde,Generic: Virgin,Alternate Forms,"Do you want to be free of all those pesky morals and ethics, but not become a complete monster? This is the (highly questionable) perk for you. You have two different personalities, one dedicated to whatever practical goals you might have, the other dedicated to enjoying themselves as much as is possible... without really caring about who gets hurt along the way, as long as it’s not you... either of you. The two sides of you agree that ruining your life would be a bad thing and neither of you will do anything that might do that, nor will either try and destroy the other, and both can, technically, remember what the other was up to. At least 1/4th of the time the ‘evil’ side will take over and (probably) run amok. The two of you look similar but not identical, and leave behind different traces for all forms of forensics."
