0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,Free,THE INSCRYBER,Inscryption,Making,"Like the other four scrybes, you have access to a unique tool for the creation of cards. With the Canon Replacement drawback, you have the same tool as the Scrybe you’ve replaced. Otherwise, you have one of your own to customize as you will. As far as level of power, these tools should be about equal to those wielded by the original Scrybes themselves. That said, these tools are fairly complicated, so let’s go over their components one at a time, along with two example creations. (These examples are usable ones, if you’re short on ideas.)

First off is the method of inscryption. P03 had a particle scanner that converted robots into cards. Magnificus created paintings of his pupils. How do you capture the essence of your subject? A valkyrie’s blade to be pointed at its target? A telescope that captures what lies within its view? The details are up to you. Bear in mind, however, that this process captures something vital–once you create a card, the subject will exist in the card alone, not outside it. Next, what sort of entity does your tool capture? Often this will relate to the point above. The Valkyrie Blade might capture specifically the spirits of warriors in battle. The Telescope might collect figures wrought from the constellations within its view, the stars themselves remaining but the connection between them lost.

So now you have your cards, and the time has come to play them. Much as Leshy’s beasts require sacrifice, and Grimora’s undead require bones, you must decide what resource your cards require. The einherjar harvested by the Valkyrie’s Blade might require you to gather honor from slaying enemies, and expend that honor in returning them to the battlefield. The constellations from the Telescope may require starlight, a substance that is ever-present, but limited in the number and size of constellations it can support at once. On this note, you may also obtain a single, simple type of card that bypasses this requirement; examples include Leshy’s squirrels, Grimora’s basic skeletons, Valkyrie’s faceless spirits, or Astronomer’s motes of light.

Finally, your inscryber can be wielded in battle directly. As Magnificus’s brush allows him to repaint cards with new abilities, and P03’s scanner allowed him to duplicate an enemy’s cards for his own use, so too does your tool have a use in the midst of a round of Inscryption. Perhaps the Valkyrie’s Blade allows them to dictate, each turn, one unit that is fated to die at that turn’s end, or the Astronomer’s telescope can ‘magnify’ a single card, multiplying their strength but forcing them to fight alone. Again, the details should relate to the form of the inscryber you chose at the beginning.

Requires Inscryption to Purchase"
2,,Free,Character Sheet,Baldur's Gate 3,Making,"You get a multiple page journal that is in the format of D&D 5e character sheets that is
in any style of design you want. This sheet is magical, and it displays all your stats, skills,
abilities and your personal information in an easy-to-read manner. It updates with any new
powers you gain over the courses of your adventure, and it even records your significant deeds.
Only people you get permission can access this character sheet."
3,,Free,Staff,A Mage of Sorothustra,Making,"The lion’s share of adult Sorothustrans possess a magical staff, an object which is
soul-bound to them, and which can serve as a mighty focuser for their magic. While
Sorothustrans do not need their staff or any other implement to be able to use magic, a
Sorothustrans staff can have a number of properties that make them powerful armaments in a
Sorothustran’s toolbelt. At their base, before taking into account additional enchantments, a
Sorothustran’s staff enhances their planeswalking abilities, facilitating much easier travel
through space, allows them to instantly travel to and from Sorothustra instantly from virtually any
place in the multiverse (and once per jump can resurrect you from death/save you from a fate
worse than death such as being trapped forever in a cursed location strong enough to overcome
your magic resistance).
One’s staff also has numerous powerful passive protections such as a powerful force field that
can tank planet-busting hits, providing you with various passive enhancements to your
physique, and providing you with the ability to access a pocket-space inventory. A
Sorothustran’s staff is also a powerful focus for their spellcasting and their rituals, empowering
various facets of spellcasting, such as one’s scale, precision, and even their joint-casting
abilities (their ability to do spellcasting in concert with other Sorothustrans). Every staff is a type
of staff, with additional abilities decided by the Sorothustran who owns the staff at the time of its
creation (which is usually when the Sorothustran in question is approaching the day when they
must join in on the ritual that protects Sorothustra from ascendant invasion and overt ascendant
influence and becomes considered a full adult in Sorothustran society). Please select one of
the following types of staff to determine your staff’s final qualities.
Inevitable: Defenses meant to gainsay the arcane falter and weaken when exposed to the
corrosive magics of your staff. This covers all sorts of defenses, from armor to anything else that
would be between your target and the spell you hit them with. This empowers your native ability
to overcome enemy defenses, and also eases the costs of magic by lowering things like the
focus you need to use your magic and weakens the impact of negative environmental factors
when considering the costs you pay while maintaining your magic.
Indomitable: This staff is a somewhat more offensive version of the Inevitable staff, meant to
overcome anti-magic specifically. Sorothustran magic can be overcome by skilled enough
mages working in conjunction, or powerful enough individuals, most particularly by using
anti-magic charms and wards, but if a Sorothustran is using this kind of staff than such
measures are very likely to be completely nullified. What’s worse, for your foes, is that the
processes by which an Indomitable staff is made instill the maker with knowledge of how to
dispel magic and counterspells, which make them powerful in battle against other mages.
Unbound: An Unbound staff is a free, uncontainable staff. This object is powerfully,
conceptually attuned to freedom and tremendously skyrockets your skill at planeswalking, the
ability to utilize your magic to step from dimension to dimension and to step between and
through universes. This item also powerfully bolsters your resistance to imprisonment of any
sort, working with your soul and reality to either subtly or not-so-subtly give you opportunities to
break free from and out of all sorts of prisons.
Might: This staff is a simple thing but an unbelievably powerful one. This ability has enhanced
enchantments compared to the other staffs and also amplifies the power of the wielder. This
isn’t enough to elevate your magic to star-level, but it’s not considerably weaker than that and if
you happen to be a Wild Dreamer then that trait and this item stack.
Silence: This staff makes it easier than ever to cast spells, removing the need for audible
utterances even when you are utilizing planetary-scale magic. Going beyond that, however, this
staff also allows you to be as perceivable or imperceivable as you wish to be, and with it you
can establish telepathic connections between yourself and others in the same solar system as
you. What’s more, once you’ve established a telepathic connection with someone you can have
telepathic conversations with them across almost any distance but the most extreme, and of
course barring something like deliberate, powerful magic interference."
4,,Free,Lightsaber,The Old Republic,Making,"Is there anything more iconic to Star Wars than the swishing and humming of a lightsaber? Jedi and Sith
receive one lightsaber for free, and may purchase additional sabers at a discounted price. You may
customize your lightsaber's appearance (both hilt and blade) as you see fit, and may choose any canon
saber variant, such as the curved-hilt saber, shoto, guard shoto, long-
handled lightsaber, sabre pike, greatsaber, saber staff, or dual phase saber. The colour of your lightsaber is also completely optional. This purchase is repeatable."
5,,Free,Hardlight,Worm CYOA v17,Making,You can form hard light constructions with a thought. You can have no more than 10 cubic meters of hard light at any one time. There is no limit to complexity if you can keep the blueprint memorized.
6,,Free,Sweet Sweet,Medaka Box Abnormal Jumpchain,Making,"Careful you don’t overload that sweet tooth of yours. You’ve got an unlimited amount of candy now,
just about any sort you can possibly find on a normal Earth in as great a quantity as you can fit down
your mouth with each gulp. You can even share it with others if you’re actually feeling nice for once
in your life. "
7,,Free,Shared Spirit,Bleach,Making,"Is it even possible to possess the same Zanpakuto as another Shinigami? Perhaps, depending on your
beliefs. It is at least true for you, as rather than something suited to your own being, you have the
same Spirit and powers as an existing Shinigami. Despite this, you’ll find yourself getting along with
and understanding your Spirit with ease, as if you were meant for each other. However, be warned
that Soul Society considers it a highly illegal trait, one that results in the execution of the less worthy
wielder of the Spirit. "
8,,Free,Sticker Album,Super Smash Bros. Brawl,Making,"Journeying around the world, you are bound to pick up all sorts of the special Stickers that are
floating around. Here is a nice album to keep them all in one place.

This strange book has a pink cover, adorned with the image of a sticker-like star. It is filled with empty pages of paper. Too add a sticker to the album, simply stick it to one of the pages. Adding or removing a sticker will never cause the sticker to tear, be damaged, or lose their adhesive properties. Stickers can be removed from a page easily, but will not fall out of the album accidentally, and will not degrade as long as they remain inside the album.

The album will be able to expand indefinitely, without appearing any bigger externally or getting any heavier. You will always be able to find whichever page it is you are looking for right away. You can also sort any stickers housed inside in any order you like, just by holding the album and willing it so. Should you have multiples of the same sticker, you may decide whether they appear as separate stickers, or whether the sticker has a nearby number to let you know just how many of it you have.

Finally, if a sticker stored here is one of the special Stickers found in this world, upon touching it whilst it is placed in the album you will be automatically given the knowledge of the Sticker’s name, along with the effect they would have if applied to your Trophy Base.

Should the album be lost or destroyed, a replacement will appear in your Warehouse after 24 hours. Any stickers that were stored in the album when it was lost or destroyed will also be replaced as they were."
9,,Free,Unique Weapon,Final Fantasy VII,Making,"The Buster Sword, Masamune, even just a pair of steel knuckles...you have a weapon that just screams 'you', one that feels as light as a feather in your hands. This is the primary weapon you start with free of charge, complete with its own Materia Slots free of charge. While this bit of starting equipment is reliable but not especially powerful starting out, you may freely choose to 'reskin' any similar weapon into a copy of its appearance, letting you keep your style while also keeping your more powerful equipment down the line.

You may import a single weapon into the Unique Weapon slot, or if you buy the Fusion Weapon variant, you may import up to five weapons of a similar 'type' into it, combining them into one."
10,,Free,Mysterious Getup,Fate/Legends - Servant Universe,Making,"A classic and cute Saber outfit. Rich golds and blue decorate the apparel, a hat and scarf alongside a comfortable hoodie and shorts combination. They’re pretty good at hiding your identity, even if people can totally see your glowing blond hair and dashing blue eyes, they’ll only be able to think that that’s some kind of Saber and not you specifically. Optionally, you can change out these super mysterious clothes for a sensible set of plate armor, which offers decent magical protection at the cost of being really noticeable and not stealthy or mysterious at all. Either choice can be freely manifested and dismissed at will via magic. "
