,CP Cost,Name,Jumpchain,Chapter,Description
1,50,Natural Elegance,Baki The Grappler,Talent,"You possess impeccable manners, allowing you to fit in and thrive in any formal setting, even as a towering mound of muscle and bloodlust. This also lets you effortlessly handle any elaborate upkeep on your appearance, whether it be your wardrobe, makeup, hairstyle, etc."
2,50,Welcome to the Auction,Dragon Ball,Talent,"Auctioneers need to be knowledgeable and more importantly charismatic to do their
jobs. Good auctioneers are masters of wording and can make worthless items seem

invaluable. You seem to have a natural talent for putting on a performance and
enthralling others. You could convince someone to buy a rock that you literally picked up
off the ground in front of them. Additionally, you possess an exquisite voice perfectly
suited for running an auction. Lastly, no matter how fast you speak your words will be
perfectly understandable."
3,50,Particularly Exalted,Generic Exalted,Talent,"Normally an individual that is Exalted tends to excel at one of the
three attribute groups of physical, mental, or social. The second group is slightly above average,
and the final category is merely average. You however are particularly multi-talented, and have
the good fortune to excel at the physical, mental, and social aspects all at the same time, with
no functional difference between them. The reason this is so cheap is because these things are
nothing you couldn’t have just trained up yourself given some time and effort, however it does
give you a fair advantage in the early run of things, especially since some charms require higher
attributes before they can be learned."
4,100,Put On A Show Darling,UQ Holder,Talent,"You learnt to keep yourself entertained, now you’ve learnt how to entertain everyone around you. You’re an excellent performer, with skills ranging from acrobatics to singing to a variety of musical instruments. Perhaps you spent a few years in the circus. Why, you even learnt how to automatically summon minor special effects around you when you strike a pose, say something cool, or just want to have some ready-made SFX. The performing experience has of course made you quite good at disguising yourself or pretending to be something that you aren’t, though this is far from foolproof."
5,100,Guidance,Cradle V1,Talent,"When you are taught by those who have achieved mastery in whatever skill they’re trying to teach you, your learning speed doubles. In addition, you have a 6th sense for finding those who can teach you to master new skills."
6,100,Creativity,Kill 6 Billions Demons,Talent,"One of the things that sets humanity apart from the other races is how creative they are. They create entire stories and worlds in their head. You embody this aspect. The thoughts you have, the worlds and stories you create, are so creative and vibrant they are lifelike."
7,100,Resourcefulness,"A Cultivator's Beginning",Talent,"You instinctively know how to make the best with what you have.

You understand how to use your abilities and resources at hand in creative ways that many would not have considered, potentially giving you an advantage against more rigid or less creative opponents."
8,100,Civilian Skills,History's Strongest Disciple Kenichi,Talent,"You find it exceedingly easy to apply your martial arts skills to
mundane tasks. Leg strength developed through repeated kicking and great leaps could be
applied to travel faster, engaging in acts of parkour. Alternatively powerful punches, tight grasps
and natural leverage techniques could be used to engage in acts of construction or repair. You
will find innumerable uses when you begin applying your martial arts to everyday life."
9,100,Perfectly Trained,Baki The Grappler,Talent,"They say someone who loves what they do will never work
a day in their life. What you love is training. You love the
sweat, the aching, the exhaustion. To that end, you’ve
gotten good at seamlessly working your training into daily
life, whether it be shadowboxing to kill time or practicing
footwork when going out for a walk."
10,100,Showmanship,Street Fighter,Talent,"You fight for more than yourself, you fight to entertain the fans! Their cheers
of excitement are just as important as beating in the face of your challenger! What's a good match
without a hyped up audience?
 This perk really helps with exciting and dazzling onlookers as you show off your skills, allowing you
to really pump up the crowd and get an active mood in your current venue. This doesn't even have
to apply to fighting, your showman skills work just as well with getting people's blood pumping over
varying sports, competitions and other skill based activities with an audience."
