Cost,Perk Name,Source,Description
0,I Will Overcome Britain’s Curse! [100CP*],Fate: The Island of Sin,"If Barghest had found this resolution earlier, perhaps the fate of this Lost World could have been different... it’s fortunate for you, then, that you have this power of focus and willpower. Your mind is yours, and your thoughts cannot be affected by outside forces, interfacing with yourself from another timeline, or being subject to a transformation that would otherwise devolve your consciousness.
For another -100 CP, you gain a remarkable power to come back from any transformation you have been subjected to. Even if you were turned into a harmless caterpillar, by straining with all your might you could break the transformation... although as you might surmise from “all your might”, you’ll be quite exhausted once the deed is done."
0,Ankhari Stone [600CP*],Amnesia,"A potent artifact of The Dark World. These are used as controllers for the Gatherers, or “Ghouls” as they’ve come to be known on Earth. As long as you hold this, the Ghouls are slaves to your will, and can be commanded telepathically, though they’ll still prioritize the commands of those with more concrete authority like Empress Tihana. This can also emit a spotlight that accelerates the transformation into a Ghoul. For an additional, undiscounted 200 Vitae, the control will extend to other servitor races you create, and the light will advance the rate of similar transformations.
(Editor’s Note: Having the Corruptor perk will allow this to be discounted by 50%.)"
0,Ankhari Stone [600CP*],Amnesia,"A potent artifact of The Dark World. These are used as controllers for the Gatherers, or “Ghouls” as they’ve come to be known on Earth. As long as you hold this, the Ghouls are slaves to your will, and can be commanded telepathically, though they’ll still prioritize the commands of those with more concrete authority like Empress Tihana. This can also emit a spotlight that accelerates the transformation into a Ghoul. For an additional, undiscounted 200 Vitae, the control will extend to other servitor races you create, and the light will advance the rate of similar transformations.
(Editor’s Note: Having the Corruptor perk will allow this to be discounted by 50%.)"
50,Curse Resistance,Fate: The Island of Sin,"Curses are an endemic problem in Faerie Britain, especially in the form of the Mors. The touch of a Mors spreads the Mors Curse, turning regular faeries into more Mors. Fortunately, you have this perk to protect you; it isn’t immunity to curses, but it gives you a resistance that allows you to ignore weak or casual curses, and you could withstand a dozen hits from Mors in a single battle before you risked succumbing to the Curse."
100,Dreams are Like Lies,Silent Hill,"“I had a dream. In my dream, I opened a door. But was that really me? I had a different name.”
Never again will you experience the dysphoria of finding yourself in a foreign shape. All
your forms are comfortable and will resonate with you to be you. Memories from origins will find themselves having a life that is either similar to your own original life, or a better version of what it would normally be. Additionally, you are now capable of telling whenever you are dreaming."
100,Death Rites,Generic Necromancer,"You know an array of simple rites and rituals that can quell angry spirits, ease the passing of a spirit into the afterlife, prevent the restless dead from raising, perform exorcisms, and/or consecrate holy ground. You may be able to develop or learn similar rites for other purposes, such as purging spirits of corruption, but this will take time and effort on your part to perfect them enough to be effective."
100,Sirens,Silent Hill,"The transition between worlds can be jarring. The Fog World is safer, more akin to the real Silent Hill, but you cannot always stay there. With this perk, you’ll be able to hear clearly the sign of the changes between worlds, and anticipate when it will happen. After you’ve escaped Silent Hill, you may choose to hear sirens whenever you’re near portals, or other dimensional transitions."
100,Corpse Laughing in the Face of Jackals,Exalted: Abyssals,"The Blasphemous are the Deathknights who spread the gospel of death and Oblivion,
preaching the philosophy of the Abyss to the living and the dead, spreading its five
Understandings far and wide. But, before that, it is of foremost importance that Those Who
Speak Blasphemous Truths be sturdy in body and mind so as to carry out their unholy
mission in full. They, and now you, are those amongst the Deathknights who are hardiest, those who survive again and again all those things that would kill a lesser man. Those possessed of unholy zeal, in themselves or their broken faith, such that no argument or setback would dissuade them from their path. Those who can survive in any environment they should find themselves in, with nothing but their two hands. All the better for you to serve as a righteous martyr, enduring the burden of life to guide everyone else into death."
100,I Like Puzzles,Fatal Frame,"Why did this secretive clan have a hidden door that used a wall tapestry for a key? Who knows. Rich people are weird. Happily, you now possess the sharp eyes, cunning mind and patient soul needed to notice, figure out and complete the many riddles, traps and puzzles to be found in mysterious places like these."
100,Mystical Sensitivity,DC Occult,"​Your experience with magic has left you acutely aware of traces of magical energy. You can tell what kind of spells were cast days after the fact by the residual energy they left behind, discern the potency and nature of enchantments, and track down anything that leaves behind a magical trail."
