Cost,Perk Name,Source,Description
0,Create Quasi-Apostle [100CP*],Berserk,"You are capable of granting other creatures the powers of Apostles, without forcing them to go through their own transformation. To do so, you have to physically touch them and impart your power. The powers they gain are thematically tied with their own personality, physical forms, and beliefs, but the specifics are not up to you. The powers gained are chosen from this list of Apostle powers. There is no limit on the amount of individuals you can grant powers to in a single week, but you can only grant a maximum amount of CP equal to the amount you purchased this power for, divided up among the different people you grant powers to. At the beginning of each week, this “power pool” replenishes.
Those you grant powers retain their own personalities, memories, and desires, but are fueled by the demonic instincts which gave you your own powers. The more they use the powers you granted, the more they will be perverted by desires of power, control, and subjugation.
(Editor’s Note: The Apostle powers list can be found in the Berserk jump.)"
100,Spirit Tuner,Elden Ring,"Spirit tuning goes beyond simply imbuing strength, but as an art lies somewhere between tuning an instrument and conducting a conversation-leaving both parties enriched. Even tormented souls can find respite from their damnation through spirit tuning, and more usefully on the battlefield summoned spirits of all kinds are made more powerful overall by it.
You’re one of the few with the innate talent for this art as well as a fair amount of experience. By buying this perk here, this also grants you a large field of graven glovewort-the flowers used in spirit tuning-which can optionally become a Warehouse attachment."
100,Staying Awake,Don’t Rest Your Head,"You may make others Awake by forcing someone else not to sleep for around
a week. They will receive their own relevant Madness and Exhaustion talents as well as the advantages of being Awake. Here, it’s hard to see how this is a good thing, but perhaps in worlds without Nightmares you’ll find it more pleasant. Note: You probably should be careful who you make Awake, or they might just end up turning into Nightmares."
100,Staying Awake,Don’t Rest Your Head,"You may make others Awake by forcing someone else not to sleep for around
a week. They will receive their own relevant Madness and Exhaustion talents as well as the advantages of being Awake. Here, it’s hard to see how this is a good thing, but perhaps in worlds without Nightmares you’ll find it more pleasant. Note: You probably should be careful who you make Awake, or they might just end up turning into Nightmares."
200,Master of Slaves,WHF: Tomb Kings,"To construct the immense tombs and monoliths you were ordered to create, you needed the
assistance of countless labourers and workers. You could not construct it on your own but you could only motivate a force of thousands to work on your own, without a single rebellious action being taken against you by any less than a real heroic sort, you can also turn even uneducated slaves into an effective work force. They are unlikely to know what they are doing or how it should be done but under your watchful eye, they will not make mistakes and will work as if using your own two hands."
200,Mental Bond,TES: Magic,"One thing that is often forgotten about the School of Conjuration, is that telepathy can be used on more than just summons. By performing a short and easy ritual, you can permanently mark anyone you desire and create a telepathic link with them. This link cannot be broken in willfully, and you can even communicate with them from entirely separate dimensions."
200,Accelerated Growth,Jurassic Park Books,An impressive modification that Wu made was the accelerated growth of the animals. The most impressive part is that he was able to maintain this growth without increasing their dietary intake. This means that his animals grew between two and five times as fast without any additional resources. You have studied this concept and learned to apply it to your products and creations. When you apply this there will be no negative effects from the growth rate such as a lowered lifespan. You may apply this effect to yourself as well if you have any powers that grow stronger as you age.
200,Voice For The Voiceless,Grime,"For those who exist without a voice either by their origin or an event that caused such a state...You can designate someone by sight and have the ability to give them a ‘voice’ that they can use to communicate with you.
It may be weird for them to vocalize either for the very first time or after so long, but it is made to where they can grow comfortable with it. Of course, this works better if the person is of the mind to talk and if they do wish to engage…"
200,Conceptual Fertilization,Fate/Legend: Garden of Avalon,"The secret art of Conceptual Fertilization is one that may seem a bit strange and even unnatural to those not as invested as you in the mystic arts but...well, they don’t complain so much when you show them the results. Conceptual Fertilization refers to a very rare magical ability that allows one to combine two things during the creation process of one of those things, transferring the qualities of the second thing onto the first. Combining the blood of a dragon with an infant in the womb to grant them the magical power of that dragon as they grow up, for instance. With time and further mastery, it may even be possible to combine more than one thing in this way, though one cannot begin to think of the sacrifices the failed attempts might cause. Additionally, you find that you are also able to perform this process on other things in their creation process, not just living beings, allowing you to infuse weapons or other objects in the process of being created with the traits of other things."
200,Summoner,Terraria: Journey’s End,"A special branch of magic focuses on summoning minions and sentries to fight at your
command, and you are a master of it. Summons that you call forth will be stronger and more
clever, and you also have an understanding of how to take bits and pieces from monsters or
enemies and figure out how to use them to create new ‘summoning weapons’ to call versions of them to fight for you."
