0 CP,Ocularum,Dragon Age 1.02,"An ocularum is a skull with a crystal placed in the right eye socket, through the back of the skull. When one looks through the skull’s crystal it will reveal any and all nearby hidden magic, including magical objects."
0 CP,Wild Witch ,Dragon Age: Origins by Pokebrat,"Her mother claims to be Flemeth. If that's true, the Morrigan might well be a very powerful witch, for the tales of the daughters of Flemeth tell of twisted, monstrous women who can kill a man with fear. She was made to accompany the surviving Grey Wardens: The payment, Flemeth said, for saving their lives at the Tower of Ishal. Sardonic and cruel, Morrigan's critical eye is not reserved solely for others. Knowing or not, she has a simple fondness for jewelry and is very particular about her appearance."
100 CP,Band of Fire ,Dragon Age: Origins by Pokebrat,"Magical fire is used with great care in the construction of these rings. After a few unfortunate incidents of singed eyebrows and burnt hair, there is some speculation that this is why the Formari often shave their heads. Wearing this ring will grant you a sizable resistance to most forms of fire and heat, and will extinguish any flames that linger on your person for more than a second."
100 CP,Beautiful Mind ,Dragon Age Inquisition Jump,Your genius level intellect allows you to understand nearly any topic and would qualify you to work at the highest levels of academia.
100 CP,Blackened Heartwood Staff ,Dragon Age: Origins by Pokebrat,"The damage the darkspawn inflict is not limited to violence they commit. Their presence appears to corrupt, tainting the earth and all that lives. This staff was once mahogany heartwood, but no more. Where the wood ends and the metal begins is not even clear. Still, this proves to be a useful tool for any mage, slightly empowering their spells’ potency."
100 CP,Circle Trained ,Dragon Age: Origins by Pokebrat,"Magic exists to serve man, never to rule over him. The leading excuse of the Chantry to toss those connected to the Fade into a Circle and promptly forget about them. Yet it is not without merits, for within these places are where you can properly hone your craft in a relatively safe environment, leading to greater control over your powers. Even abilities not dependent on the Fade will be easier for you to command, for do they not exist to serve you?"
100 CP,Creation School,Dragon Age 1.02,"The School of Creation, sometimes called the School of Nature, is the second of the Schools of Matter, the balancing force and complement of Entropy. Creation magic manipulates natural forces, transforming what exists and bringing new things into being. Creation requires considerable finesse, more than any other school, and is therefore rarely mastered. Those mages who have made a serious study of creation are the highest in demand, useful in times of peace as well as war. Mages schooled in creation are invaluable allies who can imbue themselves and others with restorative energy, thus knitting flesh and mending bone, and the truly talented are even capable of sheathing themselves and others in an aura that enhances their aptitude in battle."
100 CP,Entropy School ,Dragon Age 1.02,"The first of the two Schools of Matter, Entropy is the opposing force of Creation; for this reason it is often called the School of Negation. Nothing lives without death. Time inevitably brings an end to all things in the material world, and yet in this ending is the seed of a beginning. A river may flood its banks, causing havoc, but bring new life to its floodplain. The fire that burns a forest ushers in new growth. And so it is with entropic magic that we manipulate the forces of erosion, decay, and destruction to create anew. Entropy mages delve into the chaotic nature of the Fade, some of the things that allows them to do include twisting the fabric of probability, hexing and cursing their enemies, and ensnaring them with horrifying visions."
100 CP,Late Nights And Dusty Tomes ,Dragon Age Inquisition Jump,"Magical research is your forte. Given enough time and the proper resources there is little to nothing you can uncover, discover, or learn."
100 CP,Memory Band,Dragon Age: Origins by Pokebrat,"Made by the Formari, these lyrium-infused rings are supposed to help apprentices retain their lessons. They work rather well - too well, perhaps, as less capable students sometimes wear three or four per finger. As is to be expected, you will be able to retain and recall information much easier while wearing this ring."
100 CP,Strong Will ,Dragon Age: Origins by Pokebrat,"It is through a mage’s dreams that a demon may find and tempt them, looking for a foothold into the mortal world. Yet they find no purchase within your psyche, incapable of breaking or shattering even under the worst duress or the most skilled of torturers. With such will driving you, one could accomplish great things, or plunge headlong into tragedy."
200 CP,“Friendly Fire”,Dragon Age 1.02,"Usually isn’t so friendly. After many hours of studying (read: setting things—and yourself—on fire by accident), you’ve found a way to alter your spells in such a manner that your allies aren’t harmed by it, directly at least. You and your allies could walk through your firestorm spell and won’t even be singed by it, but indirect effects such as smoke might still be a problem, for example. I’m sure that a mage of your caliber will in time be able to find a way to fix that."
200 CP,Alchemist’s supplies ,Dragon Age 1.02,"Several large chests full of esoteric and not-so-esoteric reagents, all of them useful to alchemists. If a reagent is taken from a chest it will respawn back in the chest 24 hours later."
200 CP,Amulet of the War Mage,Dragon Age: Origins by Pokebrat,"This amulet was forged during the height of the ancient Tevinter Imperium's power, a time when entire armies would flee upon seeing a Tevinter magister stride into battle. While the name Cavellus remains engraved on its back, any memory of the magister who created it has been lost to the mists of time. The wearer will find themselves slightly resistant to all forms of magical damage."
