Cost,Perk Name,Source,Description
0,Badger,My Hero Academia,"This Quirk grants the power to lengthen and harden the user’s nails a bit on command. This can be helpful with peeling tags, clawing people, poking through plastic, scratching a particular itch and so on. Comes at the expense of the effects not being very potent."
0,Bendy Fingers,My Hero Academia,"The Quirk user has a heightened range of movement within their fingers, allowing them to bend backwards and side to side as easily as normal fingers could be curled forward. This heightened flexibility and dexterity is exclusively in the fingers."
0,Hardening,My Hero Academia,"The user of this Quirk is able to harden any part of their body. This protects them against not only physical force, but also heat and shock. Such protection is minimal to start, but as with most Quirks can be trained up tremendously. Hardening effects can be worn down with repeated abuse."
0,Permeation,My Hero Academia,"The user of this Quirk is able to become intangible, causing everything to pass through them harmlessly, with many conditions and caveats. When the user sinks into an object with their power and deactivates their perk, they’re shunted out due to matter being unable to overlap, popping them back up on the surface. The major limitation is obvious, the user causes everything to pass through them, including light, air, varying small particles, vibrations and so on. This essentially causes their senses to stop functioning due to lack of input until the user shuts off their Quirk. This can be incredibly dangerous due to the user being unable to breath, hear or see."
50,Iron lungs,Sekirei,"You can breathe in dangerous smoke, smog, and even fatal chemicals without experiencing any harm from the substance in question"
100,Cast Iron Stomach,Fate/Stay Night,"You've been through Hell before. Felt it's very essence pour straight down your gullet and boil in the pits of your stomach. You found the whole ordeal rather scrumptious. Whether the food is ferociously spicy, eye wateringly sour or just plain dangerous to put in your mouth at all, you can gulp it all down without a care in the world. You can still enjoy every bit of it but you'll never fin yourself gagging or choking on your food and you'll certainly avoid any of the dreaded after effects of certain foods like a spicy Mapou Tofu. It does need to have been intended as edible food for the general populous, so pouring poison or metal down your throat won't do anything but hurt, but even the nastiest or most dangerous of actual foods are now totally safe."
100,Comfy Knees,Meddlesome Kitsune Senko-san,"A pillow isn’t the only thing that is extremely comfortable to cuddle, and sleep on. There are some parts of the body that are just slightly too bony or hard to be truly comfortable. This effect makes it so that your whole body is like a giant huggable pillow. People would as happily fall asleep on your knees as they would in your arms, no more endless shifting to get more comfortable."
100,Enhanced Sulong,Requires Mink,"Requires: Mink

Where other Minks must rely upon the Full Moon to activate this transformation, you are unique. You are now capable of accessing your Sulong Form at will, with the side effects of prolonged use greatly reduced. Keep in mind, they are not gone, as continuously accessing this form for extended periods of time can and will eventually kill you."
100,Evolution is a function of Time,With This Ring,"​And you’ve had centuries to a millennium more of it than most of earth’s population. Most people today are stronger, smarter, and healthier than people a thousand years ago, and not just because of better access to healthcare, education, and nutrition. You gain a minor boost to all your stats, physical and mental, that means your potential is about fifty percent greater than it was. While this doesn’t grant you an Olympian physique, it does mean that if you work out to reach your peak, no normal 21st century human would be able to match you."
100,Food,My Hero Academia,"The Quirk user is able to bite, chew and digest almost anything they can get their jaws around, even snapping off chunks of reinforced steel and swallowing it with ease. Due to the effects of this Quirk when in use, the user digests things extremely fast, allowing them to eat and eat and eat as if running on an empty stomach. Of course, the user has to actually be able to bite something for this Quirk to come in handy, and toxins can still make them sick, but otherwise this renders their jaws insanely dangerous."
