Cost,Perk Name,Source,Description
0,Civilian Skills,History’s Strongest Disciple Kenichi) ​(100,"You find it exceedingly easy to apply your martial arts skills to mundane tasks. Leg strength developed through repeated kicking and great leaps could be applied to travel faster, and recreational parkour. Alternatively powerful punches, tight grasps and natural leverage techniques could be used in construction, repair and advanced art or sculpture. You will find innumerable uses when you begin applying your martial arts to everyday life."
0,Jutsu Technique (E Rank),Naruto,"The world of Naruto contains a multitude of jutsu that can do just about anything, from raising the dead to teleportation. While here, you’re guaranteed to encounter situations where you can learn some of these amazing feats, but this perk will ensure that you’ve got something special right out of the gate. You may learn any E-rank jutsu for free."
50,Style Blender,Generic Fist Jump,"You are a genius at combining your fighting styles together, finding their similarities and mixing them into a single, usually superior, style all your own."
50,Martial Art,History’s Strongest Disciple Kenichi,"​The main focus of the series. All who enter this world know at the very least the basics of their chosen martial art as well as its various strengths and weaknesses. The more styles you choose to study, the longer it will take to incorporate them into a cohesive and usable whole. You may also choose any real­world martial art not listed here if you so desire. You will however remain a novice in your style unless you can somehow obtain a master or worthy sparring partner."
50,Clinging With Your Feet,Medaka Box Abnormal,"A very strange martial art is the discipline of clinging to walls and ceilings with your feet, allowing you to walk on them as if they were the ground. You’ve become a master of this art, to the point of being able to use it even when you’re wearing shoes or piloting a mecha. Gravity only holds you down when you want it to. Or when you jump and stop holding on with your feet."
50,Jutsu Technique (D Rank),Naruto,"For 50 CP, you know a D-rank jutsu such as the Body Flicker Technique."
100,Advanced Infantry Training,Generic First Jump,"While you are no Special Forces operator, you have been through Basic Training and Advanced Infantry School, or the equivalent for the setting, and are a highly trained and conditioned soldier."
100,Student of War,Generic First Jump,"The study of history is often the study of war, and you have become an expert at it. You are not only an expert strategist and tactician, you are also an expert at logistics and organization, the unsung heroes of any military campaign."
100,Fighting Style,Generic Fist Jump,"You are at expert level in one real world fighting style, which must be primarily unarmed and could just be street fighting if you choose. This can be taken multiple times. For an additional 50cp, you are upgraded to a master of all your chosen fighting styles, one of the best in the world, possibly the very best."
100,Control,Generic Fist Jump,"When the majority of your fights are organized sporting events, you need to be able to defeat your opponent without actually killing them. You can now restrain any attack you make, so that it will only deal non-lethal damage to the target."
100,It’s No Fun With Two Hands,Bleach,"Not everyone is as blessed as you are in matters of war. Most likely, they’re a whole lot less lucky if they find themselves facing you. But you can be kind. You’re in it for fun too, after all, so why not take a little handicap to make things interesting? You’ve got an easy time weakening yourself, to the point that you’re always able to find a way to limit or suppress your powers and abilities to some degree if desired. It might be a special ability that lets you do it or easily finding devices to help out, but it’ll ensure you can still get a good scrap going. It’ll even retain some of the fun, if you’re the sort to not enjoy it when limited, letting you gain satisfaction from winning under these challenging restrictions."
100,Field “Medicine”,Akame ga Kill,"You are experienced not only with medical care, but how to use it in the middle of battle. This includes how to use it on your enemies, drugs, medicine, places to cut, what to suture you can use them to either aid or harm anyone in the middle of a fight. While it would be rather hard to apply a suture to your enemy, you do have the skill to pull it off, though it is much trickier than just attacking them."
100,Shield Wall,The Elder Scrolls V: Skyrim,"Since dodging in heavy armor can be difficult, it makes sense to rely on your trusty old shield to tank the blows. You're very good at using it to weather any blow you can't dodge, sometimes even using it to your advantage by directing the enemy's thrusts to make an opening. You're in fact good enough to use it even against ranged attacks, like arrows and even magic, though do keep in mind that if the shield itself is flimsy then it won't be able to take a direct hit; you're not going to be tanking dragonfire with an ordinary shield of common iron, for example. But you will get as much use as is physically possible out of that ordinary iron shield."
100,Pistol-Whipper,Full Metal Alchemist,"Shooting guns isn’t as easy as Fullmetal Alchemist may have you believe. While this won’t give you some crazy skill with guns, it’s still enough that you won’t be too far behind people like Riza Hawkeye, you are a soldier after all. Whatever type of firearm it is, even if you haven’t held it before, as long as it’s conventional, and widely used for the world you’re in, you immediately know the best way to shoot it, get great accuracy like the example above, and the ability to keep it while stressed. This starts off with the knowledge of most of the firearms used in this setting, and how to use and maintain them."
