Cost,Perk Name,Source,Description
100,Engineer,Generic First Jump,"Once you know how to use a piece of technology, you can figure out how to fix it. This does not provide tools or materials, just the know-how."
100,Tinker,Sekirei,"traps, weapons, vehicles, maybe even a power suit, or a mecha? Who knows. The point is that as a Tinker-type Sekirei you are notoriously good with your hands. Building and crafting come as naturally to you as breathing does. Given enough time and effort you might actually be capable of building a mecha or something else grand and amazing."
100,Medicine,Star Trek – TNG + DS9,"Training and knowledge in First-aid, diseases, surgery, anatomy, health and nutrition. You're a fully qualified doctor of the 24th century."
100,Robotics,Star Trek – TNG + DS9,"A combined study of mechanical engineering, and computer science. You learn how to make a wide array of machines, and you could even figure out Android or Borg technology if you studied it enough."
100,Physics,Star Trek – TNG + DS9,"How the universe works. The law of gravity, the conservation of matter & energy, quantum physics, etc. Remember though, there are dozens of creatures in this universe that defy the laws of human physics, so you may want to try and rewrite a few of these books while your here."
100,Physical Sciences,Star Trek – TNG + DS9,"Understanding of the natural laws which govern the physical world. Biology, chemistry, geology and ecology. Again, you may want to rewrite a few of these books while you're here."
100,Engineering,Star Trek – TNG + DS9,"You've been trained in the maintenance and repair of Starships. Not only do you have a significant amount of mechanical and computer knowledge, but you also know a great deal about physics."
100,Communications,Star Trek – TNG + DS9,You're fully versed in reading and operating digital transmissions and sensors. You also have training in linguistics in and diplomacy.
100,Piloting,Star Trek – TNG + DS9,How to operate starships and other space worthy vessels like shuttles and Runabouts.
100,Navigation,Star Trek – TNG + DS9,"Training in how to locate your position and plot courses. You can navigate both with a computer, and without one using astronomy."
100,Surgeon,Star Trek – TNG + DS9,"You’ve been trained in the art of physiological modification. You’ll be able to perform facial and bodily modification procedures that can greatly alter someone’s appearance. At first you’ll only be able to perform minor surgeries, like making a human look like a Vulcan, but with time and practice, you may be able create exotic and terrifying chimeras."
100,Analysis,Red Alert 3,"You can immediately identify any defects in hardware upon casual observation. This is effective on devices, Vehicles, and buildings."
100,Medical Doctorate,Generic Medical Drama,"At the very least, you have all the training you’ll need to work as an Attending or Surgeon­ choose one. You could easily work at a clinic or as a family doctor, or do general surgery. Comes with a common specialty, like internal medicine or transplant surgery. Janitors get all the skills, but none of the pretty pieces of paper to show it. Interns will get the pretty paper soon."
