0 CP,Birth Sign ,Elder Scrolls Skyrim SB Jump,"Everyone in Tamriel is born under one sign or another and now so are you, even if you’re a drop in, well not actually but still. You’re free to choose any single one of the standing stones in Skyrim and receive the bonuses it gives, whether that be the increased magical learning of the Mage or poisonous ability of the Serpent. Though the game blessings are merely a guide, feel free to fanwank something that fits the stone’s theme and is within reason."
100 CP,Amulet of Akatosh,TES: Imperial Cult,"An amulet that represents one of the Nine Divines, and is dedicated to the Dragon-God of Time, Akatosh. While wearing this amulet, your magicka will replenish itself faster than before."
100 CP,Amulet of Mara,TES: Imperial Cult,"An amulet that represents one of the Nine Divines, and is dedicated to the God of Love and Compassion, Mara. While wearing this amulet, you will find that all restoration spells you cast will cost less magicka than before."
100 CP,Holy Healer,TES: Imperial Cult,"When one finds themselves injured or ill, it's not uncommon for them to turn to their local priests for aid, and for good reason. A number of holy men and women are trained in the School of Restoration, capable of healing wounds and purging the body of diseases and poisons. You are a trained expert in this school of magic, and can cast such spells with less magicka than is standard."
100 CP,Man and Rulership,TES: Imperial Cult,"One may say that despite how short the reign of the Septim Empire was when compared to others, it was perhaps the greatest of all, in no small part due to men and women like you. Your very presence draws people towards you, making you seem more than you were before, all the while your charisma and choice words bring them further to your side."
100 CP,Mercy and Justice,TES: Imperial Cult,"There is no bigger fool than those who believe that justice is blind, for how can justice properly judge those in front of it without understanding them. When you gaze upon someone, you are able to judge them along two different axes; Good vs Evil, and Lawful vs Chaotic. You can tell exactly where along these axes, as well as where you yourself align."
100 CP,Septim Ring,TES: Imperial Cult,"A golden ring with a ruby embedded upon it, carved in the shape ofthe dragon symbol of the Third Empire. These are typically given to members of the Imperial Cult that prefer to travel across Tamriel rather than spend all their time in a temple. While wearing this ring, you will find all damage you deal has been increased, regardless of if you use weapons or magic. You will also find your skills with speechcraft improved, because not every problem can be solved with violence."
100 CP,Vigilant ,TES: Daedra,"Many daedric entities simply do not understand the minds of mortals, their thoughts strange and alien, their morality on a scale of blue and orange. With such differences, it's no wonder that many harass and torment mortals, for they could not do otherwise. Well, not under your watch, as you now deal three times more damage against daedra and similarly demonic entities."
100 CP,Winds and Nature ,TES: Imperial Cult,"The domain of Kynareth is not the paved streets or stone houses of civilization, but the untamed wilds, amongst the beasts and plants of Nirn. As an adherent of the Goddess of Nature, it would only make sense that you are fully capable of surviving in such wilderness on your own for as long as you desire. As an added benefit, you can also go completely barefoot with no problem, them being as durable as hardened leather and resistant to damage."
100 CP,Work and Commerce,TES: Imperial Cult,"Zenithar is the god of the working man, and many of his worshippers are those who, rather than fight on the battlefield or go out on grand adventurers, would much rather stay home at their farmstead or work a forge. You are skilled in three professions of your choice, ranging from smithing or farming or tailoring or any other mundane career."
1000 CP,Eye of Magnus,TES: Magic,"I don't know how you were able to get a hold of this, but frankly I don't want to. Believed to be Aedric in origin, this massive orb is tied directly to the Realm of Aetherius, and radiates a truly monstrous amount of magicka per second. Through a specialized ritual, you can tie your very being to this object, and draw magical power from it directly. Although, if having enough magical power to destroy an entire island with ease isn't enough for you, then you could hook it up to some machine as an infinite power generator. But no matter what, be wise in its use, for the Eye has the power to unmake the world, if used incorrectly."
1000 CP,White-Gold Tower,TES: Alessian Rebellion,"A replica of the oldest known structure on the continent, the Adamantine Tower, one whose story grants it just as important a role in the Mundus. This Spoke in the Wheel of Creation may be created from white stone and other arcane materials, but the various enchantments woven into the structure and its metaphysical weight offer great power to its master. For you see, not only does it act as an indestructible and luxurious palace, capable of being seen for miles upon miles in any direction, but using it will allow you to alter the climate and landscape on a country-wide level, allowing you to turn a land of humid jungle into temperate grassland and forests. You will also receive the city that surrounds it, and the island it all rests upon."
200 CP,Akatosh's Ring,TES: Imperial Cult,"A golden ring with a diamond embedded upon it, carved in the shape of an hourglass. Made long ago by an adherent of Akatosh, this ring has been handed down to faithful worshippers for centuries, untouched by the ravages of time. While wearing it, you will find all of your spells are more potent than before, with no increase in magicka cost."
200 CP,Artifact Desecrator ,TES: Daedra,"To gain footholds and followers, the Princes of Oblivion will often tempt mortals with power in the form of powerful artifacts. And though they may hate you for it, you can remove such temptations utterly. You know of a potent ritual that will allow you to completely and irrevocably destroy Daedric Artifacts, as well as similarly powerful and indestructible objects."
200 CP,Book of Instructions ,TES: Imperial Cult,"A holy book written by a Sybil of Dibella long ago, one that has been read by all of her adherents at least once. It provides instructions for how to fulfill all of your desires within the bedroom, containing all manner of positions and contraceptive measures that will always work, as well as avoiding any nasty diseases that may be spread from the loins. Following the teachings within will ensure that everyone involved, even the most jaded of hedonists, will have a splendid time."
200 CP,Brush of Truepaint ,TES: Daedra,"One of the incredibly rare Aedric Artifacts, this paintbrush is said to have been fashioned from Dibella's own hair. The brush allows the wielder to enter a painting canvas and create things within simply by painting them, even living creatures like trolls."
200 CP,Hermetic Orders ,TES: Imperial Cult,"In the frozen lands of Atmora, magic was not the exacting sciences of the elves, but rather a force of the universe that influences all. This more philosophical view of magic may not be as popular in modern times, but perhaps the Atmorans were on to something. Through meditation, you will find yourself gaining a better understanding of magic, as well as how to better utilize it yourself."
200 CP,Love Eternal,TES: Imperial Cult,"It is a sad day when love withers and dies, the knots tying their hearts no longer as strong as they once were. Yet there is hope, for you now bear an amazing gift, that of fixing relationships. You seem to know exactly what to do in order to strengthen the relationships of both yourself and others, turning those weak saplings into mighty oaks that cannot be worn down by time or negligence, such that not even in death will they part. Any relationships you have are especially mighty, unable to degrade without active participation on your end."
200 CP,Spirit of Nature ,TES: Imperial Cult,"All the beasts of Nirn know that they are ruled over by Kynareth, owing to her their home and existence. And such is your connection to her that all animals feel her touch on you, and will never show you any unprovoked aggression, being just as calm around you as a trusted and beloved pet. You will also find the beasts and animals around you aiding you in combat, so long as they are close enough to do so in time."
200 CP,Standing Stones,TES: Imperial Cult,"For longer than recorded history, the mortal races have turned to the stars in fascination and wonderment, and few examples better reflect this than your newest purchase. Thirteen runic monoliths, each one with a different constellation carved into it. By attuning yourself to one of these stones, you will find yourself blessed with an ability relating to a specific constellation. You may only benefit from one blessing at a time."
200 CP,Vampiric Bane ,TES: Imperial Cult,"It is an affront to all good men and mer that the scourge of undeath even exists, let alone being left alone. No longer, for you are not one who can just sit idly by when the bodies and souls of the fallen are corrupted and puppeteered. No matter what method you use, be it weapons or magic, you deal much more damage to the undead than you otherwise would have, be they skeletons, zombies, ghost, vampires, or anything else."
200 CP,Wayshrines,TES: Imperial Cult,"In the days of the Snow Elves, before the Nords drove them from the lands of Skyrim and the Dwemer blinded their descendents, they had magical constructs known as Wayshrines that allowed for quick transportation between their northern kingdom. You now possess five of those Wayshrines, which can be placed wherever you desire, as well as instructions on how to create and alter them. In time, you may be able to create a network that allows you to travel from one end of Tamriel to the other in a single day."
200 CP,Lamp of Satakalaam ,TES: The Warrior Waves,"A sacred ornament from Yokuda, representing the spirit. Crafted from grey stone, bearing carvings of the great serpent Satakal, the Far Shores, and the great cycle of the universe. This lamp burns with divine azure flames, its light purifying all malicious energy from those nearby, from arcane curses to maladies of the mind."
400 CP,Ancestor Glade,TES: Imperial Cult,"An ancient glade filled with a number of canticle trees and ancestor moths, brimming with the feel of magic. While standing within this glade, you will find all of your prophetic abilities enhanced, able to see the future with much more clarity and ease than you would have before. The moths will also help you read any Elder Scrolls you may have, lessening the drawbacks of reading one as well as squeezing out just a bit more information from those fragments of creation."
400 CP,Blood of the Dragon ,TES: Imperial Cult,"Sometimes, there are those who are simply more, those with grand destinies chosen by the gods. You may very well be one of them, for your soul is a shard of Akatosh itself, becoming a Dragonborn. Though the abilities granted with such a soul do not offer much without a certain stimulus, it does mean that fate seems to bend in your favor, granting you fortune and power in all its forms, so long as you reach out and take what is rightfully yours."
400 CP,Burial Rights,TES: Imperial Cult,"Many are the necromancer and monster who look to the bodies of the fallen and see not the remains of a person, once filled with hopes and dreams, feelings and ambitions. No, they see tools to be used, potential undead soldiers to fight for them. No longer, for your mere presence is anathema to the undead, weakening them heavily. You also know of a short ritual that makes it so that a target cannot be resurrected or summoned from the afterlife without their express permission."
400 CP,Divine Voice,TES: Imperial Cult,"Words have power, even when they are completely separated from magic. After all, one sentence is all it takes to either make their day or break it utterly, as you will no doubt soon find out. Your natural charisma and skill with speechcraft is nearly supernatural, to such an extent that, if you feel it is justified, you could realistically talk a mentally healthy person into killing themselves with just a few conversations. Your talent as a wordsmith is not something to scoff at either, as making pure heartfelt poetry everytime you open your mouth is well within your purview."
