Cost,Perk Name,Source,Description
0,Book of Death [100CP*],Master of Magic,"Artifact level books of death magic that are bound to you irrevocably, allowing you to know and learn spells of death. Each book will increase the breadth and depth of the types of spells you are eventually able to cast, through training and research over the years. With ten, you will eventually be able to master all death magics.
(Editor’s Note: This perk can be bought multiple times up to eleven. Check the appendix at the bottom of the Master of Magic jump to find out what spells become available to you after each subsequent book of death is purchased.)"
0,Animal Control [100CP*],Horror Midnight Movie Marathon,"Select a type of animal such as wolves, rats, bats, flies, or big cats. You are capable of controlling non-sapient animals of that type. You may call them to you with your will, or issue commands to them. The less dangerous and more specific a type of animal you select the more animals you will be able to control simultaneously, greater your influence, and further your range of control and influence will be. You may not choose something more broad than birds, non-avian reptiles, or insects.
For an additional 50 CP you may also borrow their senses, or project your spirit into their
body to possess them as well.
You may choose additional types of animals for 50 CP each."
0,Bloody Mary [100CP*],Horror Midnight Movie Marathon,"When someone looks into a mirror and says your name twice in quick succession within a brief span of time you become aware of their location, and a general sense of who they are in vague terms. When someone says your name three times in succession you teleport to their current location.
Bloody Mary: Mirrorless: For 250 CP the mirror is no longer necessary, and this power improves in various other manners. First if you wish at the start of a jump you may apply restrictions to when this can activate - such as only in front of a mirror, or requiring more repetitions - if you do it will extend the amount of time that can pass between statements, and if restrictive enough will allow you to may your spiritual and mental presence and awareness to their location, observing them, or even appearing as a visual hallucination before them."
0,Command Beasts [200CP*],Hammer Horror,"Dark creatures sometimes can command beasts to do their bidding and you, whether a dark creature or not, are now able to do the same. Select one type of mundane animal and you gain the ability to telepathically control them. The more individually dangerous the creature is the harder it is to control; choose bats and you might be able to control a swarm gathering them from miles around to do your bidding, choose big cats and you will have to be there in person and even then are unlikely to control more than one or two at a time.
(Editor’s Note: If you happen to be a race that has cultural/intrinsic ties to a specific animal, such as Vampires to Bats or Werewolves to Wolves. Then you receive a discount.)"
0,Magic Specialization [200CP*],Generic Necromancer,"As necromancy itself is a form of magic, you naturally have access to magic, with necromancy as a specialization of course. However, that doesn’t mean it is your only specialty, or that you haven’t narrowed your focus and specialization even further. You may choose one of the specializations below and gain the benefits of that specialization. You will start at a level roughly equivalent to your starting specialization in baseline necromancy, but can develop your skills and affinity further given practice and time. If you choose a specialization that is within the domain of necromancy, the two will stack and you will gain greater skill within the specialization. Some specializations are stronger than others and will have an additional cost to them, as shown in the entries below. If an entry has a cost listed, it is in addition to the cost of this perk.
(Editor’s Note: The full list of choices is in the Generic Necromancer jump. Though it's up for you to decide if you wish to make it so you can buy only one specialisation everytime the perk appears, but overall it is purchasable multiple times for additional specialisations.)"
0,Mind in the Machine [400CP*],Generic Creepypasta,"Folklore is filled with stories of spirits, but it’s only in recent years where they seem to haunt more technological homes. You know a few methods of binding spirits to technological devices to create things like haunted video games or video tapes. These spirits, in addition to the abilities you might expect from their kind, will also have a large amount of control over the contents of their home, altering footage or programming to sow terror.
Capstone Booster: Rather than haunting just one machine, you can “spread” a spirit over a group of machines. This allows you to do things like creating haunted radio stations, TV stations, or even websites.
(Editor’s Note: As the perk that acts as a Capstone Booster is not in the Tome. You may pay an additional 200CP, which is the price for the Capstone Booster, to obtain the effects of it.)"
0,Blessing Without End [400CP*],DC Occult,"​The Endless are a group of powerful beings, each embodying a fundamental concept of some kind. The Endless are far older and more powerful than mere gods and rule absolutely over their domains. You have somehow caught the attention of one of these beings and have been granted a boon related to their sphere of power.
(Editor’s Note: The Blessings can be found in the original Jump. Because each blessing is 400CP, the perk can be bought multiple times if you have sufficient CP.)"
0,Memetic Hazard | Cognitohazardous | Infohazard [600CP*],SCP Foundation,"Memetic Hazard [100CP*] (SCP Foundation)
This has nothing to do with magic compulsions or ESP. These anomalies are spread by cultural information, and interacts with the mind in ways that can create dangerous results through new behaviour or perceptions. Memetic Hazards have to be understood to be effective and many are only be effective when used on certain people with compatible experiences that allow them to be understood. They are often language-based; a common example of a non-anomalous meme being how one might read text with certain internal voices if it matches a known catchphrase. Learning about these kinds of hazards often inspires desire to share the experience with friends and family which compounds the potential danger of memetic hazards. They’re not inherently lethal and may even be enjoyable, but can be seen like contagious ideas that spread person-to-person. As a Memetic Hazard, you can design a single custom effect of your choosing. The limitations above affect what kind of meme you can unleash.
Memetic Hazard: Five: For 200SCP more, this means becoming a Sentient Memeplex on top of spreading a contagious idea. Your true form in this world is the memetic hazard, becoming metaphysical instead of physical. Your influence is limited by thoughts of sapient culture who need to meet some predesignated criteria before you can act. You might only be real to people with certain mental conditions (SCP-870/-1261), only by those who start to grasp your true nature (SCP-3125), or only appear around certain people who lack key information about your true form or personality (SCP-4352). As such noospheric forms are at least partially imaginary, you have a lot of wiggle room to decide your appearance, though it won’t be inherently powerful without other perks.
Cognitohazardous [200CP] (SCP Foundation)
While technically all memetics fall under this umbrella term, these have far more broad utility. Where memetics cause ideas to take root and spread cognitohazards may go further and create tangible effects. Their triggers are instantaneous, merely sensing this anomaly will cause someone to their effects without need to understand it. Any sense may be the vector for a cognitohazard; some are visual while others are auditory or even olfactory. The wide variety of potential effects covered by these are not limited to mental effects, and can do physical harm (as dramatic as having their lungs fill with seawater, being hunted by illusory
monsters that can hurt them, or even anthropomorphizing animals) as well. To be cognitohazardous you must first pick a perceivable feature or ability of yours to carry the effect. You can modify it whatever natural states if desired (unnatural appearances, sounds, scent, textures, etc.). This could be something as deadly as basilisk’s gaze or as subtle as entrancing targets into obedience.
Infohazard [300CP] (SCP Foundation)
An immediate danger in many cases. This is a piece of information that is anomalous. It is no less dangerous for not being observed, and many infohazards can be entirely unable to be comprehended by humans in some cases. This class of anomaly can present a danger in some or all information about it. They may react and adapt when details are shared, automatically destroy some types of information, or unleash even more esoteric effects if the wrong information about them is presented. This extends to information stored in living beings, though some infohazards only deal damage when presented in certain ways. You can decide if the anomalous information is about you, your abilities, or is not specifically tied to you but is just information you possess. You can also decide to what extent this information is able to affect those who know it. Some specific examples of abilities that could be chosen through this are: having information can never be denied or forgotten, all perceptions or descriptions of you match how you want to be recorded, or even knowing about an afterlife you own ensures you get claim on the unfortunate soul."
0,Blind Playthrough | Next Generation Graphics | Easter Eggs [300CP*],Ajin Demi-Human,"Blind Playthrough [50CP] (Ajin Demi-Human)
The eyes are the gateway to the soul, so it’s best to keep that gate locked up tight. You are able to keep your eyes perpetually concealed while somehow still being able to see. This could be as simple as always having your eyes closed, or as elaborate as a thick shadow that hangs over the top of your face regardless of light sources. Nobody finds this odd. Doesn’t impede intentional efforts to block your vision.
Next Generation Graphics [50CP*] (Ajin Demi-Human)
Perhaps you find the black smoke and bandage look of the demi-humans appealing. With this, you can choose to apply this aesthetic to any psychic/regeneration powers you possess. Just know that if a power’s effects are normally invisible, so is this effect, unless the target has some means to perceive it. For another 50CP you can apply this perk to make normally invisible powers you use visible to the power’s target, togglable.
Easter Eggs [200CP] (Ajin Demi-Human)
The invisible black matter particles that demi-humans make use of are imperceptible to humans unless some direct intent or emotion is aimed at said human. Still, some are more capable of seeing invisible black matter particles than others. You are able to see IBM particles as a smokey black matter, or condensed into mummy-like black ghosts, regardless of the demi-human’s emotional state. The default version only applies specifically to IBM particles from this setting, and is naturally free for demi-human IBM particles that are similar to dark matter in many ways. For an extra 100cp, this translates to a sensitivity towards similar exotic forms of matter or particles. If the exotic particles are dense or structured enough, your brain is able to translate the matter into visual form for ease of comprehension, even if it doesn’t reflect light, much like how it does for invisible black matter radiation."
0,Type-Red [2600CP*],Adrift in the Complex,"You are what the Global Occult Coalition would call a Type-Red, or a Regenerator. As the name suggests, it makes you someone who can rapidly regenerate from damage that others couldn’t.
Type-Red: Limited: 400 CP grants you Limited Regeneration, allowing you to slowly reconstitute lost tissue, and smaller lost ligaments (Such as fingers and feet).
Type-Red: Full: 1000 CP grants you Full Regeneration, letting you totally heal lost tissue and limbs in a matter of seconds, rendering permanent injury impossible.
Type-Red: Expanding: 1200 CP grants you Expanding Regeneration In addition to regenerating tissue and limbs, you also rapidly grow new limbs and organs in response, letting you rapidly grow in body mass without compromising your ability to fight. At this level, actually killing you in a straight fight is very difficult, and doing so in a one-on-one can only be done by godlike entities. Once a conflict ends, your expansions will revert until your body returns to normal.
(Editor’s Note: I’ve increased the prices of the second and third options from 500CP to 1000CP, and 600CP to 1200CP.)"
