Cost,Perk Name,Source,Description
0,Red Realty [200CP*],SCP Foundation,"Red Reality or Red Reservoir?
Option A: SCP-3001. This endless empty space measures a record-low 0.032 Humes. There’s nothing else here now save for a single blinking red light. At such low levels of reality, spacetime and normal concepts do not operate as expected. Prolonged exposure may cause matter to breakdown and degrade as it slowly begins to match local Hume levels. A person can survive here indefinitely without the majority of their body, sustenance, or air and suffer no decay over time. The experience may be uncomfortable with extended stays. You can enter this dimension using a wormhole generated by Lang-Scranton Stabilizer, allowing risk-free storage. You can safely leave at any time.
Option B: SCP-354. An ectoenthropic pool or red ichor with a consistency likening it to human blood. Periodically, random monsters will rise from the fluid. These creatures don’t tend not to stick to any consistent pattern between manifestations. This location is linked to the owner so the various random entities will be ones you consider cool. If the liquid body is threatened it will also make psychic attacks against those that endanger it, forcing threats to turn on each other or abandon attacks against it. It can either be a part of the landscape that provides you with randomized enemies for training against, or provide you with a host of interesting monsters. Though none of the beastly beings it creates will exceed the overall power of those listed in Document 354-1-a. This means they’re mostly large monsters or even advanced technological weapons resembling “Terminator”.
(Editor’s Note: I assume you choose only one, otherwise I guess you can buy both separately.)"
0,Hive | Hive Size | Labyrinth | Camouflaged Hive | Secondary Tunnels | Snares | Reinforced Resin | Sensor Impairment | Hive Guards | Climate | Nest Chamber [1800CP*],AVP,"Hive [100CP] (AVP)
You’ve got a small alien hive, made of bio-organic resin webbing and organic matter sculpted by alien drones. By default, your hive has about ten chambers, at least one of which is large enough to house a Queen, plus whatever optional upgrades you buy, connected by twisting corridors. Either importing into the world or as a new attachment to your warehouse.
Hive Size [100CP*] (AVP)
Perhaps you’re expecting a larger family than your small hive can house? Each purchase will double the number of rooms: one purchase gives 20 rooms, two give forty, three gives eighty, etc. Corridors joining all the chambers are free.
If you also took “Nest Chamber”, each purchase increases the number of eggs by ten.
Labyrinth [100CP] (AVP)
The tunnels and corridors of your hive are particularly rambling, complex and confusing for
non-xenomorphs. It may even have a significant vertical component like deep shafts or hollow spires to make it even more difficult for intruders to navigate.
Camouflaged Hive [100CP] (AVP)
From the outside, your hive looks like something else. An ordinary apartment block? A cave? A water treatment plant? A hospital? Only once visitors are already inside will they realize that something is terribly, terribly wrong with this place.
You can also take this option to combine your Hive into a structure you already own, keeping
the function of both; even combining it with a starship, if you have one large enough to hold
the Hive inside it.
Secondary Tunnels [100CP] (AVP)
Your hive is laced through with a network of smaller tunnels; a bit like air vents would be in a
human structure. These secondary tunnels allow for rapid movement through the hive by
facehuggers and drones, and are extremely hard for non-xenomorphs to move through.
These tunnels also serve as escape routes or access points to the hive that are difficult for
intruders to enter by.
Snares [100CP] (AVP)
Your hive’s tunnels have been cunningly designed with hidden pitfalls and pools of liquid,
viscous resin. Unwary or ill-prepared intruders will quickly find themselves trapped within the
pits or pools of resin, easy pickings for the hive’s guardians to kill or your facehuggers to infect.
Reinforced Resin [200CP] (AVP)
Thanks to chains of carbon nanotubules laced throughout the resin you secrete, your hive is
much more resistant to damage, both from within and without. This applies to all structures
you create with your resin, whether it’s your hive or something else. As a side effect, your carapace is also a lot tougher than the average bug.
Sensor Impairment [200CP] (AVP)
Motion trackers, rangefinding sensors and bio-masks have a much harder time establishing
accurate locks on the xenomorphs within your hive, as though the material of the hive was
somehow interfering with them. Likewise, communications devices will start playing up; just a bit of static at first, until they lose signal entirely.
Hive Guards [200CP*] (AVP)
Your hive comes with a set of guardians; several fully-grown drones whose sole duty is to
remain motionless and undetectable until they sense intruders, then strike. Each additional
purchase improves the quality and number of the defenders.
Climate [200CP] (AVP)
Your hive retains its internal temperature and atmosphere no matter where it is imported and
placed. The entrances to your hive are sealed with sphincter or trapdoor like “hatches” or
“airlocks” so that it can even be placed in a zero-atmosphere environment. The organic
material of the hive itself seems to slowly replenish any lost air and moisture.
Nest Chamber [400CP] (AVP)
This nesting chamber contains ten xenomorph eggs, lying dormant. The eggs do not react to
you or your companions in human form, unless you deliberately rouse them. Once the facehuggers that hatch from these eggs are expired, a new egg will appear in the chamber."
0,Hive | Hive Size | Labyrinth | Camouflaged Hive | Secondary Tunnels | Snares | Reinforced Resin | Sensor Impairment | Hive Guards | Climate | Nest Chamber [1800CP*],AVP,"Hive [100CP] (AVP)
You’ve got a small alien hive, made of bio-organic resin webbing and organic matter sculpted by alien drones. By default, your hive has about ten chambers, at least one of which is large enough to house a Queen, plus whatever optional upgrades you buy, connected by twisting corridors. Either importing into the world or as a new attachment to your warehouse.
Hive Size [100CP*] (AVP)
Perhaps you’re expecting a larger family than your small hive can house? Each purchase will double the number of rooms: one purchase gives 20 rooms, two give forty, three gives eighty, etc. Corridors joining all the chambers are free.
If you also took “Nest Chamber”, each purchase increases the number of eggs by ten.
Labyrinth [100CP] (AVP)
The tunnels and corridors of your hive are particularly rambling, complex and confusing for
non-xenomorphs. It may even have a significant vertical component like deep shafts or hollow spires to make it even more difficult for intruders to navigate.
Camouflaged Hive [100CP] (AVP)
From the outside, your hive looks like something else. An ordinary apartment block? A cave? A water treatment plant? A hospital? Only once visitors are already inside will they realize that something is terribly, terribly wrong with this place.
You can also take this option to combine your Hive into a structure you already own, keeping
the function of both; even combining it with a starship, if you have one large enough to hold
the Hive inside it.
Secondary Tunnels [100CP] (AVP)
Your hive is laced through with a network of smaller tunnels; a bit like air vents would be in a
human structure. These secondary tunnels allow for rapid movement through the hive by
facehuggers and drones, and are extremely hard for non-xenomorphs to move through.
These tunnels also serve as escape routes or access points to the hive that are difficult for
intruders to enter by.
Snares [100CP] (AVP)
Your hive’s tunnels have been cunningly designed with hidden pitfalls and pools of liquid,
viscous resin. Unwary or ill-prepared intruders will quickly find themselves trapped within the
pits or pools of resin, easy pickings for the hive’s guardians to kill or your facehuggers to infect.
Reinforced Resin [200CP] (AVP)
Thanks to chains of carbon nanotubules laced throughout the resin you secrete, your hive is
much more resistant to damage, both from within and without. This applies to all structures
you create with your resin, whether it’s your hive or something else. As a side effect, your carapace is also a lot tougher than the average bug.
Sensor Impairment [200CP] (AVP)
Motion trackers, rangefinding sensors and bio-masks have a much harder time establishing
accurate locks on the xenomorphs within your hive, as though the material of the hive was
somehow interfering with them. Likewise, communications devices will start playing up; just a bit of static at first, until they lose signal entirely.
Hive Guards [200CP*] (AVP)
Your hive comes with a set of guardians; several fully-grown drones whose sole duty is to
remain motionless and undetectable until they sense intruders, then strike. Each additional
purchase improves the quality and number of the defenders.
Climate [200CP] (AVP)
Your hive retains its internal temperature and atmosphere no matter where it is imported and
placed. The entrances to your hive are sealed with sphincter or trapdoor like “hatches” or
“airlocks” so that it can even be placed in a zero-atmosphere environment. The organic
material of the hive itself seems to slowly replenish any lost air and moisture.
Nest Chamber [400CP] (AVP)
This nesting chamber contains ten xenomorph eggs, lying dormant. The eggs do not react to
you or your companions in human form, unless you deliberately rouse them. Once the facehuggers that hatch from these eggs are expired, a new egg will appear in the chamber."
100,Calabasas Chain,SCP Foundation,"A throne fit for scarlet spawn.
Ancient metal. A great pillar and chain, once part of a set but now only one remains. As for containing you, they do nothing. Any appearance of bondage is trickery. They are but a small mercy for those that will come to fear you and the power you bring. Seeing you, either bound or wearing these shackles, will give the witnesses hope that your power can be contained. If you are sufficiently formidable, you can expect rituals to be conducted in the spirit of keeping you trapped. A very authentic-looking Codex detailing the appropriate mystical rites to keep you trapped can be found nearby – including whatever sacrifices you might wish to gain from this ploy of imprisonment."
200,Graveyard & Morgue,Generic Necromancer,"A simple item, all things considered, a source of fresh and not so fresh bodies for you to use with your necromancy. These corpses are simplistic, common animal and humanoid corpses, nothing magical or particularly powerful, even an ogre would be too much for this particular item to provide. However, it can provide an endless supply of corpses that are receptive to necromantic magic, making it far easier for them to be raised as any number of undead forms.
This comes in the form of an actual graveyard, which can be attached to your warehouse or imported into the setting, and a morgue that is a warehouse attachment by default. The graveyard provides primarily skeletal remains while the morgue will provide those that still have flesh. Finally, there is a mausoleum that can house the remains of those close to you, allowing you to visit their graves even after you leave their worlds behind. In some cases, they may even be able to speak back to you."
200,Deplorable Forge of Tormented Souls,Exalted: Abyssals,"Proper soulforging is a highly specialized art that requires rarified equipment, access to
Labyrinthine materials and a willingness on the part of the soulsmith to condemn another
ghost to eternal torment. While the willingness to do so must come from yourself, almost
everything else can be bought right here, providing you with equipment and inexhaustible
supplies of the raw materials ones need to forge a soul into steel. Full usage of the craft requires artifacts to forge the metal, a hammer and anvil composed of soulsteel or jade (whichever you prefer) to hammer the molten ghost-alloys into shape, another artifact known as an Essence-forge to melt down the unfortunate ghost’s corpus and other materials, soulfire crystals replete with essence to stoke the forge, and black ores taken from the Labyrinth to grant it the ghastly, magical strength of soulsteel. Even the alchemical agents, wrought from the Labyrinth, which are needed to create the rarefied void-coated plates of Oblivion’s Panoply are in refilling supplies amongst these, should you have need of them. With this, the only thing you would still require for your dread craft is a supply of souls to feed your forge."
200,Ur-IKEA,SCP Foundation,"SCP-3008: A Perfectly Normal, Regular Old IKEA
There’s no windows, and no exit in sight. An infinite furniture nightmare. Those lured here will become lost in a labyrinth of chic couches, bookcases, and bed frames. Their only reprieve from the maze is the fresh Swedish meatballs. You must be thinking… isn’t this just a perfectly normal, regular old IKEA? But it gets weirder. This goes far beyond the realm of Bed Bath & Beyond. It is a space not tied to just one location, and entraps people from all worlds where one might get lost in IKEA. Whole communities of survivors have formed in here, some who have been trapped for years. The store has its own distorted version of staff, though they are decidedly inhuman on close observation. These beings will aggressively attack any trespassers after closing time or shoplifters. Don’t bother trying to use the phones, the mad babbling from the other end won’t be of any help. You don’t need to be in Fishkill, NY to find this Ikea. This maddening realm could be linked to any IKEA. Getting out again could be another story."
200,Laboratory,Generic Necromancer,"A large and expansive laboratory that has all the tools you’d need for scientific and magical
pursuits, particularly in regards to the study and creation of various forms of undead, including a supply of materials that will replenish themselves over time, some replenishing after a day while the rarest will only restock once per jump. You can add new materials to this replenishing supply by dumping a good sized portion down a chute in a side room. Everything will automatically clean itself once you are finished with it without affecting what
you are still working with."
200,Phagia,Sarkic,"You gain access to a pocket dimension that you can shunt your mass and other substances into. You can use this shunted biomass to instantly heal injuries, create weapons, etc. You can create small portals to this dimension, through which parts of your hidden body can exit, but nothing can enter. The only way for something other than yourself to enter this pocket dimension is through your mouth."
200,Containment Barrier,Outlast,"You might need something to stop your experiments from escaping if things go wrong or somehow prevent disastrous contamination. This will help to accomplish such a goal. When you have a laboratory to work in, either leant to you or otherwise owned, you can establish airlock-like structures at the access points. These spray a decontaminating gas on whatever passes through them, eliminating stray nanomachines and micro-scale threats such as diseases or viruses while not harming yourself or your fellow researchers. Even with the reinforced metal security doors retracted, so long as the transparent doors remain closed no sort of contamination or experiment you are working on will be able to pass through them. Even highly advanced nano-hazards will not be able to pass through these chambers or burrow around them. Just bear in mind that more intelligent problems will try to find any ways around such measures you may have overlooked, such as ventilation ducts or other barriers that have been sabotaged."
200,Temple of Power,Generic Necromancer,"You have come into ownership of a temple, whether through building it yourself or claiming it from its original owner, that is designed to act as a repository and amplifier for necromantic power. The temple will naturally absorb and filter necromantic energies that occur within a hundred miles of its center and store it for later use, though this power can only be accessed while in the temple and cannot be used to refill your own reserves. The temple can store a near limitless supply of necromantic power and use it to fuel curses, wards, and other defenses you set up, as well as fortifying any undead raised within the temple's bounds.
(Editor’s Note: Full details can be found in the Generic Necromancer jump.)"
300,Eternal Labyrinth,Bloodborne,"The Chalice Dungeons lying beneath Yharnam, known as the tomb of gods by some, are the root of this calamity that afflicts the city now. While Byrgenwerth and the Healing Church before you have plunged into their depths, the question must be asked. Will you? Think of this item as opportunity; appearing at first as a series of half-buried altars that you may place as desired. To go with them, a series of chalices required to perform certain rituals. With the chalices places on the altar, and different materials used as sacrifice, you may travel to these ancient dungeons. Each Chalice Dungeon sports different features: horribly trapped halls, swamps of fat that have leaked from stacked corpses, especially great numbers of specific enemies like ancient workers or beasts, great and powerful foes that stand over the rest, and treasures yet uncovered. Even now however, the ancient Pthumerians monotonously continue to dig out and expand the labyrinth beyond any reasonable dimensions. Perhaps it exists partway into the dream lands? It would certainly explain how disparate lands could be so interconnected. In each future world, a new altar, and a new chalice will appear. Locate the proper ingredients within that world to offer as sacrifice, and plunge into a new dungeon. Treasures and threats relating to that world, warped by the nature of this one, will be encountered if you dare search for them.”"
300,Red Door,House Of Horrors,"When a person is at the lowest point of their life, when they fall into the abyss and cannot walk out, they open the door into the Red World. The door leads directly into the door pusher's heart, it becomes a space that represents the trauma and door pusher. Once the door is opened,a mirror copy of the building that the door is located in appears in the Red World. The inside of the door varies from one pusher to the other as the world within the door is a representation of the pusher's heart. A Red Door usually contains spirits and ghosts belonging solely to that door created by the Pusher’s heart, if the pusher is strong enough they can rule the world behind their door and raise armies of ghosts. The pusher can also decide whether the ghosts live or die and can enforce rules that all within the door must abide by.
As the door is technically a living entity, any who enter the door, living or otherwise, begin to be assimilated by the door and unless they leave within a certain time limit they will be unable to leave however, if they are able to follow the rules set by the door pusher, they can gain the favor of the world behind the door and reduce the assimilation process.
Finally, if the door pusher is ever to die in real life they are resurrected as a Red Specter within the world of the door with twice the amount of power they possessed in life and can grow in strength via collecting resentment. However, your door is different Jumper, when you die it resurrects you not as a Red Specter but as you are nor with an increase in power as well but only once. (P.S., your door is infinite in size and unlike in canon, there is no possible way for it to be invaded by denizens of the Red City)."
300,Big Rock,Gorefield Horrorscopes,"What it says in the title; this is a very large rock, how large? Large enough that it can crush your Gorefield. It will be placed nearby your starting location and you will know where it is. Despite the simplicity of this item, it does have special traits: 1. It is like a fate magnet on your side, for some cosmic karmic reason it has a metaphorical gravitational pull on crushing anyone that is your fated enemy, that isn’t a 100% guarantee by any means, but it is a pull. And 2. It’s capable of destroying your Gorefield, no matter how strong. Post-Gauntlet you keep the rock, it doesn’t get any larger but somehow it gains the ability to kill, or at least seal, even cosmic creatures. For the specific case of Taurus, this “rock” is now a comet that HAPPENS to be landing on Gorefield’s weak spot, if you manage to distract Taurus Gorefield long enough, he will fail to notice the meteor and perish."
400,Island of Monsters,Horror Midnight Movie Marathon,"This is a tropical island, about 300 square miles, on which you’ll find extinct macrofauna, giant insects, and beautiful plants which happen to be poisonous and sometimes carnivorous. The entire biosphere of this island seems to be cranked up into overdrive in a biological arms race. However the macrofauna and mosquitos the size of a large cat which suck out your internal organs are simply nuisances. Oh they might be valuable to science, but they’re not anything to the kings of this land. You will find several monsters on a scale of tens of meters with a few as large as 100 or a little more. There aren’t many, and they do not necessarily serve you, but you will find them on this island, and they may possess strange powers. None of them would be more than a speed bump to the king of monsters, but many of them are powerful enough to require heavy use of military force and the largest might be able to survive any conventional weapons.
The biosphere will reset at the start of each jump, old creatures being cleared out, and new ones replacing them. In future jumps this may be a warehouse add-on or inserted into the world. The biosphere of the island will also adapt, incorporating elements of supernatural, paranormal, preternatural, or just plain not-real life powers and physics of the setting, and developing new monsters which may interact with or use the native power system, though they won’t maintain these adaptations past the setting in question."
400,One Hell of a Shop,Horror Midnight Movie Marathon,"This is an evil shop that has whatever objects someone may desire. The objects can be rare, exotic, valuable, or even specific objects from the past, it can also create supernatural objects though they will require significantly more energy.
Though remember how it is an evil shop? Well those supernatural objects, if you can’t personally make them yourself (or at least instill the supernatural part into a mundane but prefabricated item), they will always have some terrible horrific twist to them and their function which makes them bring misfortune to their user. But that’s only the surface level. The shop uses the sins and wickedness done by others to fuel their creation. Specifically that done in exchange for the object. It doesn’t have to be directly performed, but it must result from something wrong done by someone other than you, your companions, or your followers, in exchange for something from the store. This power can be used for other things too, you can tap it to fuel supernatural or occult powers, but is by far most energy efficient at fueling the shop. It might be possible to find another energy source for the shop, but you’d have to provide that yourself."
