Cost,Perk Name,Source,Description
100,Infinite Ammo,DC – Kingdom Come,"Any gun you hold has infinite ammo/energy. That’s just how it is. You also know how to rig up any ballistic weapon on your body to fire when you will it. If you want a shooting crotch gun and have it be an efficient design feature, that is possible. If you want jack in boxes that shoot guns when they pop out, that’s fine."
50,Good Fortune,Generic First Jump,"You are luckier than most people. Not to the extent that people will be shocked by it or that you could rely solely on this to keep you alive, but random odds do tend to tilt in your favor. Also, you will not experience any fate that could end your chain solely because of bad luck."
50,Normal Days,Sekirei,"People have an odd tendency to ignore the strange and unexpected when you’re around. If you start brawling in the street, passersby shall just blink and move to avoid the flying bodies, instead of scream or call law enforcement. Any peculiarities about your companions are likewise ignored, even if they’re walking about half naked and still smoking from that battle five minutes prior"
50,Auto Mapping,Pokemon Mystery Dungeon,"This special skill allows you to create working maps of your surroundings. If you explore an area you haven’t been to before or which can be considered a labyrinth, building or cave of any sort. If it has a clear layout this perk will activate, creating a map in your mind which slowly updates as you explore."
100,Simple Convenience,Generic First Jump,"Some worlds do not have the modern amenities that we are used to having, making everyday life a little less comfortable. You no longer have that problem. Your clothing, personal equipment, and body are always clean, and you never need to visit the little extra-dimensional adventurer’s room. This can be toggled on and off at will."
100,Secret Identity,Batman: the Animated Series,"Oddly enough, it seems that people have trouble putting two and two together when it comes to your “civilian” and your “costumed” identities. Even if you’re the only person who fits the physical profile in the entire city, you can conceal your identity by playing dumb, wearing glasses, or even just slouching a little. This won’t help if they have irrefutable proof of your double-life, but otherwise they’ll just think it’s a funny coincidence."
100,Let’s Have A Clean Fight,DCEU,"When two living gods go to war with each other, can the little people really expect that they will escape unscathed? At least when it’s you fighting, they apparently can. Any fight you take part in, the participants will never cause collateral damage unless they specifically intend to. Even if you are hitting with the force to shake entire countries, you won’t crack a single window or even knock a bystander over from the shuddering blows you deliver to your enemies. They too will be under this effect, preventing them from doing collateral damage unless they specifically aim to destroy the people and objects that are around your battle. Hopefully you finish fast enough before they decide they only want to make you miserable."
100,Heroically Unimpeded!,My Hero Academia,"“What’s that? How does my hair and cape always flow perfectly in the wind? Don’t you know!? Heroes don’t have to worry about such things!” On purchase you’ve become gifted with the ability to ignore all manner of common inconveniences that may get in your way or prove dangerous when fighting crime. You never seem to trip over rubble or loose stones, wind always accentuates your coolness instead of blowing your hair around or turning your cape into a hindrance, clothing doesn’t catch on anything even if it’s loose and so on. You just worry about doing your job right."
100,It Might Be Destiny,My Hero Academia,"You don’t have to be an adult or someone big and important to leave a lasting impression on someone, and you don’t need to be a hero to help people when they need it. You have a way of landing chance meeting with or running into people during formative or troubled moments in their lives. They might be complete strangers having a bad day, or an old acquaintance looking for a fresh start and no plans. Whatever the case may be, it’s in your hands what you do with these chances. Befriending someone when they’re looking for a friend, hurting them when they’re vulnerable or simply giving them a bit of direction. These meetings happen often and you’ll always know when it’s happening."
100,Painting the Battlefield,Demon Slayer,"Let’s be honest - the thing that makes KImetsu no Yaiba such a masterpiece, at least in its anime incarnation, is the fight scenes. More specifically, watching the Demon Slayers at work, with their awesome visuals attached to their stylized Breath Techniques. This perk, provided free for the duration of this jump, not only lets you see this amazing stylization, but also lets you distinguish between different fighting styles with a moment’s glance! So you know why the Fire and Insect Pillars are actually called those things and demonstrate the fundamental truth that you can look like you’re swinging a sword the same way as your friend with a different style, and those swings are completely different. Besides, if you know an enemy’s style, you can be better prepared to counter it, right? For 100 CP, you get to keep this perk for other jumps; it may not be as awesome when you’re fighting a bunch of gun-toting goons, but any character who has their own way of fighting will have amazing visuals ot go with, and just a few attacks will be enough to paint a picture of their general style. The effects of this perk can be toggled."
