Cost,Perk Name,Source,Description
500,The (Potential) Power Of Shazam,DC – Kingdom Com,"Billy Batson made a deal with a powerful wizard, known as Shazam. You were Shazam’s apprentice, and learned the secrets of calling on the powers of a god from him. While you learned many magical secrets from Shazam (And possess considerable magical talent yourself, standing heads and shoulders above the typical magic user.), Shazam never granted you the powers he gave Billy. However, he did teach you how to gain them. You start out with two boons from two DC gods or godlike entities like one of The Endless in your new form. (Permission from said being already granted, somehow.) You may not start out with contracts to omniscient beings or metaphysical forces like The Presence or The Red. However you may fill the slots you start out with similar beings Shazam has made a contract with, such as Zeus or Solomon. You may not start out with a contract with any superhero. Now you can, in future realms, call upon the powers of a local god or spirit or any other skilled person to copy their best aspects when you forge a contract with them. If the god or godlike being dies, you lose this power. You do not lose this power when you leave the world. When you forge a contract with them, you add their power to a pool you may draw on. This functions as a form of power copying, but you still need to maintain the connection until you leave the jump, and then you no longer need a connection. You may only have up to six bound aspects to yourself at a time, and the first letters of the beings’ names will make up a magic word you can call upon. When you gain access to other beings, you may swap in and out the powers of other beings from this pool of contracts. You will have no more access to their power until you swap them back in from the pool. You may also draw upon this power by shouting this magic word, like Shazam, and transform in a powerful form that uses these powers. It can manifest in the classic lightning bolt (which can be weaponized if you shout down the name) or some other elemental display, like spikes of crystal or obsidian to represent earth or a blast of fire to represent fire. Or flower petals or some other plant display to represent nature. These will count as magical. You can grant your contracts to others you have deemed worthy, although they will not be able to pick and choose powers like you can. You will be the one deciding which gods or entities they derive power from. Granting parts of or entire contracts to people will make you lose the portion of the contract you have granted, and granting the entire contract will make you lose them. You may forge a contract with all-powerful, omniscient beings like The Presence with this power, and forging a contract with metaphysical forces like The Red is also allowed. However, you may not gain reality warping abilities with this skill, but gaining any other power is allowed. You will not be any stronger than an avatar of the metaphysical forces you make a contract with. You may forge a contract with literally anyone as well."
100,Cantrips,Generic First Jump,"You have minor magical abilities that you can use at will. These abilities are of the same scale as D&D 3.5ed cantrips, useful tricks like cleaning your clothing or creating a small temporary floating ball of light."
100,Alchemy,Banjo-Kazooie,"You are incredibly capable at mixing together mundane ingredients to create effects that can only be described as magical. For a short time these potions can create temporary copies of you, turn you invisible, or give you shielding."
100,A *th Sense,Invincible,"Sometimes the magic that imbues you reacts. It jolts and seems to highlight items in your vision or alter the way that you hear things. Over time you have learned that these reactions indicate the presence of other magic around you. These bursts of information and awareness appear in the way that is most convenient to the user but processed through the senses they already have. When you are looking at a magic pendant you could see the way the magic moves, you would feel the tingle as a ghost sneaks up on you, the wards laid on a building would shows up in all their glory with a buzzing sound. Regardless, you are able to sense magic through your normal senses and never mistake the sensation of magic for anything but."
100,The Classical Elements,Toaruverse,"There are four classical elements in Western cultures, and if counting the fifth element, quintessence or ether, it matches the five elements of Eastern cultures. You become proficient at manifesting and manipulating the eastern and western classical elements without the need of incantations or focus but with it the element that you are manifesting becomes several times more powerful and easier to control. By picking one of the classical elements and your hair would change according to the element that you choose to further enhance the power of your element by a minimum of ten times. You can also choose all the elements if you don’t mind having a multicolored hair though the boost in the element is only a fourth compared to choosing one."
100,Casting Methods,Justice League Dark,"Speaking backwards, arcane sigils, runes, the language of gods and monsters, mudras, beat poetry, sick dance moves. Whatever it is, you know a method of spellcasting that lets you bypass any other verbal, somatic, or gestural necessities of the Art. Additional buys cost 25CP per casting method purchased."
100,Magical Theory,Justice League Dark,"You take a much more rigorous and scientific approach to magic, having studied the theory of how it works and the methods used to cast it. This gives you excellent talent for rituals and often, you’ll be able to mix and match reagents together to create grand rituals of your own. You’ll also have a knack for understanding any magic you’re aware of, able to instantly study and understand the mechanics of a spell just from seeing it cast. Outside of your rituals however, this perk doesn’t give you the skill or talent to actually cast magic unaided."
100,Magical Agreement,Justice League Dark,"Not much to see here unless you're hoping to go into politics. You’ve got some way to make agreements that you enter ironclad and binding, the exact method left up to your discretion. Entering these pacts will force all parties to hold up their end. And this works no matter how powerful any singular party is. So sure, if you’re feeling frisky, go ahead and make that deal with a goddess. I should say though, these deals only hold up to the letter of the arrangement making them very easy to squirm out of them if they’re worded poorly. Hope you’ve got a good lawyer!"
100,Arcane Caster,Overlord,"You’re the classic wizard. You know how to cast spells like fireball, lightning bolt, haste, fly, invisibility, teleport, charm person, slow, a generous assortment of buffing and debuffing spells, and so on and so forth. You’re also a dab hand at ritual work. In terms of Ranked Magic you start out knowing a fair amount of spells of the third tier, and many more of the second and first.


--- (Requires Realm of Heroes): If you are in the Realm of Heroes you know and are capable of casting spells of up to the 6th tier. Spells of this level are dramatically more powerful than those of the lower tiers and you could honestly claim to be capable of beating hundreds of men on your own with just your direct offensive spells, and could probably manage far more than that with a bit of planning. At this level you’re considered a potential strategic asset worth whole armies as far as the people of the New World are concerned. Such spells include controlling the weather, conjuring forth skeletal dragons, dominating the minds of others (though in an obvious way), fabricating finished products out of raw materials instantly, making some lower tier spells permanent via the Permanency spell, and many more. ---


--- (Requires Level One Hundred): If you are ‘Level One Hundred’ you are capable of 10th tier magic. Most people in the New World don’t even know that this tier of magic exists, or the 9th or 8th tiers either for that matter. You effectively have no match whatsoever in terms of arcane magic power outside of Ainz Ooal Gown himself. Spells at these heights could smite entire armies casually, summon forth creatures that could do the same for you, or ‘buff’ you to heights similar in physical ability to a warrior of your same level, though not with the weapon skills to make good use of it. Spells at this level include ‘reality slash’, which is a watered down version of the Damage Focused Warriors ‘dimensional slash’ (very watered down), conjuring forth major magical servitors such as primal elementals or high ranking angels (or demons), casting Gate, creating potentially permanent teleportation circles, wide area instant-death magic, teleporting over vast distances without any chance of error, shifting into other planes/dimensions of existence, making much higher tier spells permanent via the Permanency spell, and more. ---"
100,Divine Caster,Overlord,"You’re capable of Divine Magic, and also Druidic magic for some reason. This means you’re capable of healing others, curing diseases and poisons, summoning monsters to aid you, casting spells and barriers of protection, turning, commanding, or destroying the undead, entangling enemies in plant life, commanding natural beasts and creatures to aid you, and more.


--- (Requires Realm of Heroes): If you’re in the Realm of Heroes you can cast the ‘lesser’ versions of resurrection magic to bring back the dead, a skill in considerable demand, and your other magics are heightened in potency, often being capable of affecting multiple targets at once. Additionally at this level your nature magics start to really come into their own with you being able to make minor, but useful, changes to the nearby landscape as well as controlling the weather, calling down lightning bolts, and conjuring forth much more dangerous and powerful monsters or creatures to serve you such as elementals or strong magical beasts. You’ll additionally be able to ‘wild shape’ into the forms of animals and such that you’ve encountered though you can’t transform into anything stronger than yourself, and you don’t get any supernatural abilities from doing so, however you do gain the size, strength, and toughness of said creatures. You’ll additionally be able to lift curses upon others, destroy lower level and even some ‘medium’ leveled undead instantly, casting healing spells that affect large groups all at once, and layer several ‘buffing’ types of magics to improve the performance of yourself or allies. ---


--- (Requires Level One Hundred): At ‘Level One Hundred’ you can cast spells of such potency that you could heal entire armies in one go, mass resurrect the dead with no penalty to the person that died, cast spells of protection that can potentially be used to nullify just about any kind of damage you can prepare for, cause earthquakes, turn small forests into armies of treants to turn against your enemies, and your skills in combating the undead are virtually peerless. Your ‘wildshape’ abilities now let you transform into fantastic creatures such as dragons or elementals, and you can even summon forth such creatures as temporary servitors to work your will. You can instantly destroy anything other than extremely high-tier undead, and your divine and druidic magics have hit their very peak. ---"
