Cost,Perk Name,Source,Description
200,Inspirational Voice,DC – Kingdom Come,"People need hope in these dark times. Even if you yourself don’t have that hope, you may need to bring it to other people regardless. Now, your words have a way of bring hope and happiness to even the most depressed person. Perhaps it could even move them to action or change their lives for the better. Even if you yourself feels everything is hopeless, you can muster up enough to bring people happiness. Be the light they need, with your words."
50,Sexy and I Know It,Generic First Jump,"Jumpers tend to be rather vain. Almost all of them eventually take some sort of appearance boosting perk, so let’s just deal with that  now. You are incredibly good-looking. On a scale of one to ten, you are a perfect ten. The exact details of your appearance, build, and “endowments” are up to you, but you look as good as it is possible for a human being to look and you stay that way no matter what your condition or the circumstances might be. Anything that happens to alter your appearance, such as scarring, amputation, cybernetic implants, or genetic mutation, will always leave you somehow still looking incredible. You may become a rotting zombie, but you will be the sexiest rotting zombie to ever crave brains.You will retain your fit and attractive appearance, even without exercise or proper diet, as long as you consume enough calories to avoid starvation. You will either heal perfectly, without any form of scarring, or your scars will enhance your appearance in some way. Even if your current appearance is inhuman in part or completely, you still remain this attractive. You never actually get dirty, always staying as pristine and perfect as you could be, unless you choose otherwise. In which case the sweat, dirt, blood, or whatever else will somehow compliment your looks perfectly. You also instinctively present yourself as well as you possibly can at all times. Your posture and movements never make you seem awkward or unattractive, always showing you in your best possible light and making anything you wear look amazing. Supermodels train for years to stand and move like you, and never quite make it. You never need to brush or floss, having perfect teeth and a great smile, your hair is always perfectly done up in whatever style you want it in, and if you don’t want to shave you simply won’t need to, facial or body hair simply not growing until and unless you want it to. Furthermore, you have perfect control over your fertility, and menstrual cycle in the case of females. Any sexual partners will believe you when you tell them you are protected, as long as you are telling the truth. Your voice is equally incredible in some way, whether it be sexy, commanding, soothing, or just pleasant. Your body scent is either extremely pleasant or you have no scent at all, and you can switch this at will."
50,Diplomacy,Justice League Unlimited,"Sometimes instead of fists, you need words to win a battle. Not only can you quickly think of the right thing to say to get people to stop fighting for a while you can also potentially talk someone out of performing whatever violent act they had in mind and formulate truces, peace treaties, or compromises between warring groups and individuals. Keep in mind though that this skill will only work on people who want some kind of peace."
100,Friendly Friends,Generic First Jump,"No matter what you have experienced or where you have been, you have no difficulty in connecting emotionally with other people. You are also a good listener and all around good friend, when you want to be."
100,Universal Translation,Generic First Jump,"You can understand, speak, read, write, and think any language you have ever encountered, as long as you have the necessary anatomy. This is retroactive to any languages you might have been exposed to in the past."
100,Non-Threatening,Generic Fist Jump,"Let’s be honest, you just don’t look that tough. No one is going to think you are a threat until you prove otherwise. This doesn’t mean they won’t decide to beat you down for fun, or that a paranoid enemy might not prepare to deal with you just in case, but in general, people will not want to bother with you, and they will tend to underestimate you at first."
100,Bedside Manner,Generic Medical Drama,"You know how to give people bad or unpleasant news in such a way that they have no ill will for you, and process the information in a healthy and prompt manner. Also useful for telling someone that they do, in fact, look fat in those pants."
100,Doctor’s Orders,Generic Medical Drama,"It could be a Medical Doctorate or a Doctorate of Computer Science; if you’re actually an expert in a subject, people soliciting advisement will actually follow your direction to the best of their ability. Patients will take their meds in a timely manner, etc."
100,Timeless Wanderer,DCEU,"The world of man is ever changing. As the years go by, mankind alters itself faster and faster, becoming more radically different than the young species you once knew. But you changed along with them, when you went to visit at least. Unlike many of your kind, you find it effortless to adjust to different cultures, times and places. Even in the strangest of societies compared to your own, no one ever finds you out of place. You naturally fall into the expected roles and seem to fit in, unless you consciously decide to act out and break the rules and expectations of society."
100,Silver Tongue,Generic Gamer,"Well aren’t you a charmer. You’re able to wheel and deal with the best of them, thanks to an acute understanding of psychology as well as a keen insight into people’s thoughts, desires, and motivations; you know how to make people laugh, cry, or feel just about any way you want them to feel, really. Unless what you say is blatantly and obviously false, it’s all but impossible to catch you in a lie. You know just what makes a person tick and how to get them to do what you want, to even make them want to do what you want. You’re able to be the life of the party one minute, put the fear of God into the whole room the next, then make everyone forget it ever happened. You have a startling grasp of local etiquette and customs, even those you’d have no way of knowing about beforehand. The only way someone is coming away with a negative first impression of you is if you want them to. It’s just hard to dislike you, and the alternative is oh so very easy. It certainly doesn’t hurt that you’re probably the best looking person in the world. You even smell amazing."
