0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,0CP,Nice Bike ,Ghost Rider,Domain: Vehicles,"You have a nice motorcycle; it's top of the line, and decorated to your tastes. If you'd like, you can import another vehicle for 100 CP, giving it a motorcycle alt-form while also translating its capabilities. Comes with a matching helmet not that you'd need one. If you'd prefer, you can turn your vehicle into a horse instead. How do light speed movement, cloaking, and missiles translate onto a horse? Hell if I know."
2,,0CP,Personal IS | IS Education and Training ,Infinite Stratos,Domain: Vehicles,"Personal IS (0CP) All players get a free Infinite Stratos Mecha personalised to them. See the Infinite Stratos section after the Item section for details on how to create this mecha IS Education and Training 
(Infinite Stratos) (0CP) The Infinite Stratos are terribly complicated things. It takes a lot of knowledge on mathematics and various sciences to operate one and even more to maintain the machines. That's not even getting into the trained reflexes and coordination you need to be able to use an IS for effective combat. Usually you'd learn this over time in school but as a special consideration, you'll have all that knowledge and skill popped into your head, free of charge. You won't be matching an Ace but you can be assured of being proficient. Build your own Infinite Stratos in the Jump Document. The options are half the jump document and not copied here as a result."
3,,0CP,Personal Knightmare Frame ,Code Geass,Domain: Vehicles,"Build your own Knightmare Frame, it is half the jump document, so I am not copying it all here."
4,,0CP,Valkyrie Core & Frame ,Battle Action Harem Highschool Side Character Quest,Domain: Vehicles,"All origins possess a Valkyrie Frame with the accompanying core. A Valkyrie Core is capable of storing, integrating, and improving technology and equipment. Its only limitations are storage capacity and complexity both of which grow with hours synced. Your initial storage and complexity is based on your origin with more experienced origins having more. The term Valkyrie Frame usually refers to core that 
has integrated a suit of enhanced power armor that has been equipped with thrusters, weapons, and other equipment. Technology foreign to this universe is harder to integrate and upgrade. Post jump this limitation disappears. Fait based ability to improve technology integrated with the limitations of storage and complexity able to be at least partially solved via other perks in the forge."
5,,100CP,Aerospace Engineering Makes Things Go Fast ,Kerbal Space Program,Domain: Vehicles,"You have an intuitive grasp on the mechanics of wind-flow, material sciences, atmospheric drag, tensile strengths, rocketry, so on and so forth, and how it applies to the art of designing vehicles that traverse the sky and space."
6,,100CP,Black Thumb ,Mad Max Gauntlet,Domain: Vehicles,"You have the skills of an expert mechanic, able to keep vehicles running even in the most inhospitable conditions. Repairing and tuning up engines is your bread and butter, even while they're still operating. You also have a feel for how to upgrade cars in more esoteric ways; hey, it takes skill to add that many spikes and not hurt the handling!"
7,,100CP,Garage ,Fast and Furious,Domain: Vehicles,"You have a nice garage and parts supply. With a few days and some elbow grease, you could basically rebuild your car or cars from the bottom up; you probably have enough parts to keep someone else's ride running or give it an upgrade, too."
8,,100CP,Hangar | Flight Suit | Soundtrack | Basic Flight Training | Missile Surplus | Comm Chatter ,"Ace 
Combat",Domain: Vehicles,"Hangar (100CP) Planes are fine when they're going through the air and dealing with enemies. But leaving them to the elements and the outdoors when they're not in use? Well that just seems really crass. You need somewhere to store your vehicles and planes when you're not busy destroying anything that's not on your side, and that's what these establishments are for. It's not the most fancy thing in the world, but 
it'll serve its purpose and make sure your means for vehicular slaughter are in prime condition for their tasks. For an additional +50CP (Included in above cost), these hangar bays also come equipped with special clamps and harnesses to make refitting and refueling any planes, go much more quickly than they would if you were using them by hand. For sea-based bases, this also means you have docks for boats 
and submarines.
Flight Suit (0CP) When taking off, an important requirement of being in a plane is a flight suit so that the G-forces don’t make your organs explode. It sounds silly, but you’ll be lucky you had it. So, have a nifty flight suit to help keep any pressure issues down while you're in the sky, on the house. It can come in any color you wish with a snazzy helmet to boot, ensuring that you’re the most glamorous pilot in the sky.
Soundtrack (0CP) When you take to the skies, it does not always have to be on a somber note. As you fly to your mission, dogfight, or assault an enemy position you'll have the soundtrack of your choice playing in the background. Others can hear this if you wish, and you can turn this off at any time. Perfect for when you want to hype yourself up for a situation.
Basic Flight Training (0CP) If you couldn't fly before, you have a basic idea of how to fly a plane now. You know how to maneuver the joystick properly, which button fires the missiles, and how to properly land a plane without creating a multi-million dollar pile of scrap. It won’t save you if you dive into a massive swarm of planes all by yourself, but you can learn.
Missile Surplus (0CP) Well this is odd. Any plane you pilot seems to hold an unnatural number of missiles for its type, far more than it should. You're not sure where it's getting this many missiles, but you'll have to restock them if you run out. The same thing happens with special weapons, though you have to have a working model to attach if you want to swap it out.
Comm Chatter (0CP) While an important part of war is knowing what your opponent is up to, sometimes it’s good for puffing your ego up too. For whatever reason, your radio will occasionally catch communications being broadcast from the enemy. This can range from important information to wild surprise at your antics. Not too useful, but good for knowing how you're doing."
9,,100CP,Manifold Destiny ,Subnautica,Domain: Vehicles,"You've got one job, and you're pretty good at it. The things you build have extra hull integrity, giving you more leeway when constructing habitats. Vehicles you construct have more advanced armor, making them harder to hurt without sacrificing acceleration"
10,,100CP,Mechanic ,Fast and Furious,Domain: Vehicles,"Machines, especially ones that go fast, just speak to you. You have no problem fixing up and tuning any motor vehicle, and can rebuild them after the most devastating crashes. You can keep anything in top condition with just a few simple tools. Of course, you also need to understand the electronics, so hotwiring cars (and sometimes, alarm systems) is not a problem either."
