0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,50CP,Satisfactorio Crafting,Satisfactory Factorio Gauntlet,Domain: Knowledge: Mundane,"You can make automated equipment for extraction and processing of raw resources. You can make
automated industrial equipment out of simple items, similar to the items in the games."
2,,50CP,Hell Medicine,Taimanin,Domain: Knowledge: Mundane,"You possess the knowledge and skills of an expert in Hellish Medicine. Reattaching or regenerating limbs
is something you could easily do with the proper tools, While fashioning new and better aphrodisiacs for
the use of turning women into slaves is practically routine."
3,,100CP,Basic Robotics,Mega Man Classic,Domain: Knowledge: Mundane,"With your understanding of robotics, you can easily produce minor worker robots. You could produce
Metools, Joes, and the like in a cave with a box of scraps. These do not yet have sapience, but who
knows what might happen with time. And besides, they don't need sapience to have combat
applications. After all, you don't need to be aware of your own existence to shoot someone."
4,,100CP,Body Transfer,Empire From the Ashes,Domain: Knowledge: Mundane,"The art and science of transferring a consciousness from body to body is a gory, ugly one. And it's one
you know now. The how of moving brains from body to body, making sure no loss in memory or sanity
occurs is within your grasp. And you can do it even with technology no more advanced than the 21st
century. Of the world you started jumping from, smartass."
5,,100CP,Beat Stick,Monster Hunter XXX,Domain: Knowledge: Mundane,"Ah, your trusty hammer. Your best friend in the workshop, and for bopping a Monster on the head in a
pinch. With this Perk you are guaranteed ‘competence’ for any feasible application of a hammer. In
addition, anything you happen to make using said hammer is at least twenty percent better than it
otherwise would be."
6,,100CP,Chemist,Fallout 4,Domain: Knowledge: Mundane,"Groovy! Knowledge of chemistry has given you the ability to recite the entire periodic table, as well as
knowledge of many exciting compounds such as dipotassium phosphate! Oh, and you can also make less
exciting things like Stimpacks and Psycho, but why would you do that?"
7,,100CP,Bio Augmentation,Taimanin,Domain: Knowledge: Mundane,"It’s not enough to use hell technology and medicine to simply heal people when you can do so much
more. You’ve learned how to use hell technology and medical techniques to change and augment a
person. Whether it’s turning them into better fighters by making them stronger and tougher, or by
turning them into better prostitutes by increasing their sensitivity and their orifice capacity and
toughness. With time and experience you’ll be able to create whole new organisms to fit your needs."
8,,100CP,Engineering,Teen Titans,Domain: Knowledge: Mundane,"You're a master mechanic and an expert at building robots and other technological devices. You also
have a fair bit of knowledge about hacking into computers."
9,,100CP,Etoria Disciple,Final Fantasy XII,Domain: Knowledge: Mundane,"The art of Etoria, the technology which allowed for the creation of things like airships, has always
fascinated you. You've noticed patterns in technology, and armed with that knowledge you adapt to new
technology quickly. Your teacher has given you a skystone the key to building your own airship in time,
and you'll have no lack of resources."
10,,100CP,Bound and Gagged,Earth Defense Team Star Guardians,Domain: Knowledge: Mundane,"Every Dystopian soldier from the cadets to the Admirals knows how to capture and secure their
prisoners, and most have personal experience in doing so. But you stand out from your fellow soldiers as
a particularly experienced master or mistress, and can skillfully restrain defeated foes with minimal effort
as long as you have anything that could be used as restraints on hand, even the shreds of a prisoner’s
own clothing. While your bondage isn’t inescapable or super- strong with this perk alone, you have an
accurate sense of how securely your prisoners are contained and can engineer more elaborate restraints
to secure prisoners with exotic abilities."
11,,100CP,Hoarder’s Eyes,Touhou Forbidden Hermit,Domain: Knowledge: Mundane,"You know the name and function of any object just by looking at it. Only that however, and the function
is rather abridged, giving you a fairly brief overview of exactly what it does and nothing beyond that. You
should probably try not to make any more assumptions beyond that."
12,,100CP,SCIENCE!,Megamind,Domain: Knowledge: Mundane,"You can do science! Mad science is your bread and butter, but that sort of thing can't be done if you
don't have the basics first. This perk provides you an extensive, vast knowledge in every branch of
science that exists in the world, from maths to biology to astrophysics to everything in between!
No matter what it may be, if it can be called a science, you have skills and knowledge equivalent to a
lifetime's worth of study and research in it. This carries over to future worlds, but the extent of your
knowledge and skills reduces the more complicated and esoteric the science in question gets. You'll
always have a novice's level of skill, anyway."
13,,100CP,But It Can Be Better!,Generic Hentai Superheroes,Domain: Knowledge: Mundane,"You’ve taken a look at the common everyday items, and you’re shocked by how crude its design is. Why,
with just a tweak here and there, it could be so much better! Why, just look what you did to that
vibrator! It now brings its user to a screaming orgasm in .5 seconds.
a. Basic: You are now an Nth level genius. Given time, you can reverse engineer any piece of technology
you get your hands on and rebuild it. You can work with anything, anywhere. Even if that’s just a box of
scrap parts in a cave in the middle of the desert."
14,,100CP,Scientist Supreme,The Avengers Earth's Mightiest Heroes,Domain: Knowledge: Mundane,"You're smarter than most; your knowledge covers nearly every scientific field, and while you're not
knowledgeable to the point where you'll be making major breakthroughs- you don't know anything that
you couldn't learn already- you're more than capable of understanding those who do."
15,,100CP,Cyberneticist,Taimanin,Domain: Knowledge: Mundane,"Bioaugmentation isn’t the only way to improve someone. Cybernetics is a potent method for
augmenting someone as well. You’re an expert when it comes to making cybernetics that combine both
human and demon technology. Asuka’s experimental combat limbs were powerful enough that Edwin
Black had to take her seriously which showcased just what the power of technology can do in this world."
16,,100CP,Smith of the Order,Van Helsing,Domain: Knowledge: Mundane,"Let the people like Friar Carl deal with the technical things, like an automatic crossbow. You are the one
who makes, salvages, and creates the primary weapon of the Knights of Holy Order: Firearms. You are a
gunsmith and knowledgeable in the ways of blackpowder and flintlock weapons, and can expand this
knowledge to other weaponry."
17,,100CP,Trap Layer,Bloons,Domain: Knowledge: Mundane,"You can not only build a wide variety of traps, and trapping supplies, but you also have an excellent mind
for putting them in play. You can identify potential choke points or ambush areas, and set them up
accordingly. Glue, Nets, Pits, Spikes, and more are all among the types of traps that you can build."
18,,100CP,Scientific Specialization | True Hero Potential,Monster Girl Quest,Domain: Knowledge: Mundane,"Scientific Specialization (100CP) 
There is one type of field in which you excel. Pick a focus, it can be necromancy, engineering, or even a focus on a certain type of monster species. Within that field you get a fairly large boost to your research. Those who specialize in necromancy will have a talent similar to that of the Croix family, whereas someone specialized in alraune could become much better at developing plants. Make your name in scientific arts.
True Hero Potential (Free)
You sure are gifted aren’t you? You now have the potential that Luka and Heinrich possessed in their
prime. With training and combat experience; your strength, speed, stamina, durability, magical power,
and skill in one weapon of your choice will increase, culminating in their level of power. If you are a
Mamano you can inflict Critical Ecstasy during your time here but only in this world. Both Mamano and
Humans start off about as strong as a level 1 before perks or previous jumps are factored in."
19,,100CP,Uncommon Taste,Elder Scrolls Online,Domain: Knowledge: Mundane,"One of the most critical elements to a successful battle, yet one so easily ignored, is nutrition. Many an
army has been squelched simply through malnutrition, or worse, starvation. Fortunately, that's a
problem you can easily rectify, and best of all, you can even make it a decent meal rather than the
hardtack and watered down mazte soldiers are usually subjected to! Your skills let you make recipes up
to Rank 3 (Level 49) and Difficult (Blue) complexity. Not just foods, your drinks, especially the alcoholic
ones, are excellent. Of course you could easily just open a restaurant or an inn somewhere, but the
health, stamina, and/or magicka revitalizing and fortifying properties of your meals would be wasted on
pedestrian pursuits."
