0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,100CP,Shadow Clones,Generic Naruto Fanfiction,Domain: Databases: Magical,"Ah, shadow clone no jutsu. The signature jutsu of the Naruto franchise. And now you can join in on the fun. You have a copy of a technique scroll for the shadow clone jutsu, of such quality that an idiot could teach himself from this thing in virtually no time at all. It even has safeguards built-in that eliminate any possibility of killing yourself by putting too much chakra into it, or getting a headache from too many clones dispelling at once or anything like that. The worst that can possibly happen is that it fails to work. You still can only make as many shadow clones as your chakra can support but outside of that you can feel free to abuse this handy jutsu for training, decoys, diversions, paperwork, chores, or whatever else you can imagine. In the event that this technique is supposed to have some additional features in the particular fanfiction you go to, or even a better version, this scroll will contain both versions.
Some of the best shadow clone fanfic features include shadow clone self charka regeneration, temporal split clones instead of normal clones, mind merging without dispel, constant hivemind like connection etc.
FREE: Chakra Coils- The basic ability to use chakra, as represented by ""chakra coils"" that are a nebulous part of your body and/or soul now. You have top-quality chakra coils which would place you in the top 5% in this world in terms of both capacity and control.
After this jump your chakra system and body continue to function just as they do in this world, retaining any improvements or additions made along the way. You may also, if you choose to, induce the development of chakra coils in other people simply by pushing some of your chakra into them.
FREE: Academy Training- You already have all the basic training necessary to start on your career as a ninja. Your physical stats and resilience are what civilians would call 'peak human' and you can mold chakra, use kunai and shuriken, do the academy three jutsu (henge, kawarimi, and bunshin), and have learned a basic taijutsu style. You've even studied ahead a little and learned tree climbing, chakra-boosted jumping, and several D-rank techniques.
FREE: Elemental Affinity- Not much to see here. You have an extremely strong elemental affinity in one of the five primary elements of this world, those being Fire, Wind, Water, Earth and Lightning. The first purchase of this perk is free, second and onwards cost 100 CP though you must purchase a different primary element each time.
FREE: Ninja Weapons-You have a pouch full of all kinds of general use ninja weapons, like shuriken, kunai, senbon, each of multiple kinds and sizes, up to and including things like fuuma shurikens and the rest. It also has many spools of ninja wire, along with the other slightly niche materials, and everything is of the very highest quality, prime Higurashi product."
2,,200CP,Abstract and Decoder Ring,Marvel Comics Kid Superheroes,Domain: Databases: Magical,"A book which contains the past, present and future of the Gibborim and their servants, the Pride, as well
as the rites of sacrifice that bind the two. Plus dark secrets, black magic and forgotten scientific lore that
the Pride used to enhance their powers and skills. Comes with a decoder ring to enable translation. Not
for the squeamish or faint of heart."
3,,200CP,Book of Basic Formations,Desolate Era Part I - The Three Realms,Domain: Databases: Magical,"A book detailing the various ways formations work and how to master the basics. With such good
instructions, anyone could begin to learn the Dao of Formations, although its eventual mastery depends
on your own effort and skill. The book updates to be appropriate to your level of cultivation, so it'll never
be useless.
* Not just a type of runes, you will need resources to make anything, quite expensive ones too."
4,,200CP,Forbidden Book of Attribute Metals,The Death Mage Who Doesn't Want A Fourth Time,Domain: Databases: Magical,"Death Iron and Dark Copper, Life Gold and Soul Silver. Metals created by the esteemed dhampir
Vandalieu using his Death magic and raw metals, changing the metals into more powerful forms on par
with adamantite and Mythril, or into rare and unique metals capable of influencing the soul and body
themselves. While this option does not give you said metal, what you are instead given is a guide on how
to imbue Attribute mana into metals to create entirely new forms. These new metals will each be unique
in some way, such as being liquid until heated a great deal, and will in turn each possess powerful and
useful abilities related to their element. A liquid metal that heals those who eat it and metal that
somehow affects the soul itself, this and other effects unknown and untold are yours for the discovering.
Just note, however, that a great deal of mana will be required, and perhaps a method to speed it all
along.
* Existing examples are death magic
* Death iron: Better than steel, liquid until heated, self repairing, only forgable by undead, easier to
enchant with death magic
* Dark Copper: Impact resistent, liquid until heated, self repairing, only forgable by undead, easier to
enchant with death magic
* Soul Silver: Used to make life with a soul in setting,
* Life Gold: Heals people who eat it.
* Attributes include Fire, Water, Earth, Wind, Light, Time, Space, Life, death. Fanwank each metal
combined with each magic, assume that it probably doesn't touch the soul since that's death magics
thing, and is easier to enchant with same attribute magic, and it might not be immediately combat
useful."
5,,200CP,Forbidden Book of the Craft,The Death Mage Who Doesn't Want A Fourth Time,Domain: Databases: Magical,"Weapons. Armor. Tools. All are needed in daily life, all to build, to hunt, to thrive. And where do they
come from when one does not live in human society, where there is not a mine to be found or a field to
grow plants or animals in? Monsters. The scales of dragons, the claws of wyverns, the bones of
dinosaurs, from all of these things can tools be made, though it would take someone who is quite
creative to figure out how some of them can be made. That's where this comes in, as detailed within this
book are guides on what can be made from which animals, which plants, and which monsters, as well as
where all of its components can be found. Plate armor from a dragon's scales, a spear from a wyvern's
claw, a club from a dinosaur's bones, all this and much more are described within, though the exact
techniques to combine these materials will be left to you.
* Standard fantasy fare."
6,,200CP,Golem Formula,Generic Isekai,Domain: Databases: Magical,"This is a set of instructions on the creation and control of simple humanoid golems, made from earth,
stone or wood. The golems it describes are weaker than a human adult, but tireless and mindlessly
obedient to their creator. Though casting the creation spell is costly for a beginner, it is not impossible,
and will grow easier with practice. Comes with one golem premade."
7,,200CP,Inkgate Schemata,Van Helsing,Domain: Databases: Magical,"Normally one only finds these in Borgovia, where the 'veil' between the real world and the Ink is
thinnest. Also mostly as the 'Ink' is practically unknown outside of Borgovia. Regardless, the Inkgates you
can learn to create with this schematic will allow you to use the inky blackness between worlds as a
method of teleportation. These gates, once made, are indestructible - but unfortunately (or fortunately)
can be used by anyone so long as they know the command word. Note: Interplanetary Inkgate systems
are slightly outside of the schematic parameters."
8,,200CP,Mysterious Blueprints,Bleach,Domain: Databases: Magical,"Near undecipherable prints that seem to detail the creation of specific races. You're gonna be looking at
this for a while.
* Details the creation of all the bleach races"
9,,200CP,Ritualist's Library,Harry Potter and the Methods of Rationality,Domain: Databases: Magical,"You have here a great treasure trove of knowledge; a library of books from ritualists across the world,
since the time of Merlin onwards. Each of these tomes is a copy of the personal notes of a powerful
magus who researched and recorded at least one ritual. These notes are incredibly useful, containing
several potent rituals, but that's not what's special about them. The real power in this library lies in
something it lacks; the Interdict of Merlin. The books in this trove bypass the Interdict, allowing anyone
who reads one to learn magic sealed behind that ancient law without the aid of another living mind."
10,,200CP,Schoolbooks,Harry Potter and the Methods of Rationality,Domain: Databases: Magical,"You gain a collection of all of your school materials for a seven year course at Hogwarts (assuming
Defense Against the Dark Arts is taught by a competent professor assigning a high-quality set text for all
seven years, so in reality probably a bit better in that regard), as well as Muggle school up through British
Secondary School. Learning and teaching from these books is easier than normal, enough to almost
make up for a lack of an instructor. Lost or gifted books are replaced via owl order within one week at no
cost to you. Yes, even if there's no logical way for an owl to reach you with a full set of magical textbooks.
If your starting age is above 11, you're assumed to have been learning at an appropriate pace from these
books for however long you've been at Hogwarts, or should have been at Hogwarts in the case of a
Drop-In. Post-Jump, anyone studying from a set of magic textbooks which they own gains the ability to
use Atlantean Magic. Gifted and re-gifted books never lose the magic-granting ability, stolen books do
not grant magic until returned to the rightful owner."
11,,200CP,Youma Books,Touhou Forbidden Hermit,Domain: Databases: Magical,"You have a collection of supernatural books, such as grimoires written by magicians, valuable historical
texts about supernatural occurrences, letters soaked in feelings until they began to take a life of their
own, and books written by youkai to record their own existence. Includes the first Japanese translation
of the Necronomicon. Be careful of thieves."
12,,300CP,Alchemical Textbooks,Fullmetal Alchemist,Domain: Databases: Magical,The basics of Alchemy all the way up to some of the more complex chemical reactions.
13,,300CP,Anti-Sensei Formula,Assassination Classroom,Domain: Databases: Magical,"You know the formula of the Anti-Sensei material. This chemical is able to be applied to anything if you
put your mind to it. Clothing made out of this substance are unable to be handled by Korosensei without
his tentacles.
* Anti-Sensei Weapons - Weapons and bullets made out of this strange material is only thing that's able
to actually harm Korosensei. They're completely harmless to normal people, and are a staple given to
the students and teachers of 3-E. Outside of the jump they're able to harm all but the toughest
monsters, only the items bought with cp have this effect.."
14,,300CP,Bio-Alchemical Theory Books,Fullmetal Alchemist,Domain: Databases: Magical,"Crosses between Medicine, Alchemy, and Biology. Chimera's are extremely complex beings, requiring
knowledge of all of these."
15,,300CP,Completed research,Dungeon Keeper,Domain: Databases: Magical,"This thick tome holds detailed mechanical and arcane notes that will teach you how to build and use all
the keeper spells, rooms, traps and mechanisms within the Dungeon Keeper series. This also includes
the personal spells used by individual units, from the lightning used by dark mistresses to the tricks imps
use to dig, claim territory and reinforce walls."
16,,300CP,Grimoire of Demon Lord Raum,The Dark Wolf Shiro,Domain: Databases: Magical,"Created by the now dead Demon Lord ancestor of Grayson Raum for his future descendents this
grimoire is the result of thousands of years of research by one of the most powerful demon lords of Hell
and is chock full of demonic spells, potion recipes and who knows what else. Now, you possess a copy of
this grimoire whether created by the same demon lord or a copy of it, it doesn't matter it's yours now."
17,,300CP,Talking Head,Dresden files,Domain: Databases: Magical,"Something between a magical computer and a lab assistant, this Spirit of Intellect would have forgotten
more about magic than most wizards ever knew if it was actually capable of forgetting without being
ordered to. Its personality is something between your own and how you think it should behave, which
means you're probably getting something close to Bob if you're not careful. Aside from dispensing
forgotten lore, they're able to possess and control things, ranging from friendly dire housecats to giant
stone lions, and can even act as an emergency mystical battery if need be. Includes a free storage skull."
18,,400CP,Do it yourself Dungeon heart,Dungeon Keeper Ami,Domain: Databases: Magical,"Not exactly a dungeon heart, this is actually a book explaining how to make the gold powered dungeon
hearts found on the avatar islands, though it relies less on the power of the dark gods for mana it also
has a much lower output than the older model organic dungeon hearts. While a person can be made a
keeper using this kind of heart and existing keepers can use them as well it has many flaws such as the
inability to create living imps, having a much much lower mana output than normal keeper hearts,
requiring large amounts of gold in order for it to create mana as a normal heart would. On the plus side
you can change its looks to some extent, generally it will keep the glowing orb in the center in some
fashion but the other parts can be changed into quite a few different designs from plant statues, to
bones, even a small crystal pyramid."
19,,400CP,Space Magic,Generic Lewd Sci-Fi,Domain: Databases: Magical,"Call it psionics, subspace manipulation, The Force, Biotics or anything else, it all boils down to space
magic; tapping into some galaxy-permeating network of energy and using it to do things.
At the 200cp level, you are an apprentice space wizard, able to focus mentally to create many minor
effects ranging from telepathy, to telekinesis, to short-lived hypnosis and brainwashing, opening your
mind to sense nearby things, ‘reading’ auras on beings or objects and much more. However, you may not
understand or know of everything your power can do, and your concentration can be easily shattered.
At the 400cp level, you will start as a fully-fledged space wizard, having much greater versions of those
powers at your call - able to link your mind with others across interstellar distances, lift a whole starship
into the air with your mind, cross a planet by stepping through hyperspace or thrall someone’s mind for
good. Your concentration is rock solid, even against excruciating pain. However, you are already almost at
the ‘soft peak’ of power – any significant improvement above this level will take years of meditation,
practice and research."
20,,400CP,Grand Library,Dishonored 2,Domain: Databases: Magical,"Built of dark grey stone and the rich wood of Serkonos's mountain forests, the grand library seems
embedded with a chasm, crossed with catwalks and bridges. It contains thousands of books,
painstakingly hand-written on occult and metaphysical topics, and hundreds of years of research on the
astronomy and metaphysics of the world can be found in their leather covers. While rare diamonds of
practical knowledge are scattered between the books, the more academic literature is likely to help you
in developing your own magics or rituals. The Grand Library updates for each new jump, adding further
shelves of books along grey stone escarpments, and providing a comprehensive academic knowledge
base of the metaphysics, magic and dimensions of your local setting, though it will not contain books
which already exist. The Grand Library attaches to your Cosmic Warehouse or other pocket dimension."
21,,400CP,Library,Touhou Luna Nights,Domain: Databases: Magical,"You have a copy of the Scarlet Devil Mansion’s library. It’s very extensively furnished with grimoires and
other books containing extensive information on magical arts and the world around you. You could easily
teach yourself or someone else any magic in this series with the contents of the library, if you had the
patience to study the vast trove of wisdom."
22,,400CP,Library of Sorrow,Skulduggery Pleasant,Domain: Databases: Magical,"China Sorrows is many things, but above all else, she is a collector of all things magical. Nowhere is this
more apparent than in her library, a home to many lost and obscure magical tomes. Now, it seems you
have come to possess a library of your own, equally massive and chock full of rare, obscure, and lost
magical knowledge. In future Jumps, this library will update and expand to encompass the vast majority
of that world's historical magical knowledge, barring tomes that are one-of-a-kind. You'll need to get
those yourself."
23,,400CP,Technopathy,Generic Hentai Tentacles,Domain: Databases: Magical,"Your mind is your greatest tool. You are able to control technology within 10 feet of you through your
mind. Whether that tech runs on steam and cogs, or its Clark tech. If you understand its function, you
can control it.
a. Free Tentacles : Can be gained once. your main appendage. Prehensile with
genitals at the end. Ravishing your target with them feeds you. Capable of grasping, pulling and pushing.
May have to use several for pushing buttons. Each purchase grants you four tentacles."
24,,400CP,Notes of Thoth | Traditions | Magical Specialization: Statuary,Kane Chronicles,Domain: Databases: Magical,"When Thoth, the god of writing, knowledge, and magic was young, he traveled to the far reaches of the
Duat, researching the natures and mechanics of those regions, as well as the spirits and gods that called
those places home. His field notes - and the many powers and dangerous spells that resulted from them,
later became known as the Book of Thoth. By purchasing this, you gain a collection of his notes about
the nature of gods, spirits, and other dimensions and planes of existence in this setting, which could be
used to invent many of the spells the Book contained for yourself. Post-jump, these notes will update to
include the local versions of such things in new settings.
Traditions (Kane Chronicles) (FREE)
You are knowledgeable in the ways of the mythology of the Egyptian pantheon. You can speak Ancient to
Modern Egyptian and read the various kinds of hieroglyphics, know the proper ways to honor the gods,
and have an encyclopedic grasp of the mythos.
Magical Specialization: Statuary (Kane Chronicles) (FREE)
The true worth of every magician is their path specialization. You have come to possess knowledge, you
have a few years of training in a path specialization of your choice, enough to make you an expert though
you are still many years from being a master."
25,,400CP,Roman Manuals and Gallic Recipes,Asterix the Gaul,Domain: Databases: Magical,"These are a collection of every potion seen in the series, and also every single artefact, such as the
collapsing chariots for one, ever used by a roman. Thrown in are all the mundane materials such as Gallic
food and medicine recipes, wine-making tricks...if it counts as a recipe used by the Gallic people at this
point of time or any time previously, it's in this collections, just as every single item that could be
considered a Roman manual, including the details for their roads, their galleys, their military doctrine, all
are collated into the manuals."
26,,400CP,Time Circuitry,Marvel Magic,Domain: Databases: Magical,"There are those with the power to turn even the currents of time itself against you. But you have
methods of defending yourself. These schematics show you what is required to integrate time circuitry
into other technology, perhaps as cybernetics or for your armor. While worn or otherwise integrated
with your body, you will be protected from temporal manipulations, be it attempts to freeze you in time,
cast you adrift in its flows, or even to kill your past self. You need never again fear such attacks so long as
you wear this armor. If you bought the Magitech Armor above then you may choose to already have this
integrated."
27,,400CP,Uchiha Jutsu Archive,Generic Naruto Fanfiction,Domain: Databases: Magical,"The Uchiha really were quite shameless in their day, always going around copying everybody else's
lifetimes of hard work just by using their special eyes. Well, at least you get to benefit from that.
Somehow you've obtained a copy of the complete Uchiha Jutsu Archive, everything that several
generations of dedicated intellectual property thieves could copy from every other ninja village, clan and
small ninja child in the Elemental Nations. Pretty much any and every technique, seal, chemical formula,
pill/cookie recipe or random dance routine that that one Uchiha liked can be found in here. Any
knowledge that wasn't limited to literally just one person, family, or bloodline or was based purely on
sealless chakra manipulation (such as the Rasengan) and thus uncopyable by the Sharingan is in the
archive, all of them laid out in such a clear and concise format that any half-competent ninja could teach
himself just by reading the scroll. This archive will update with a complete set of spells, fighting styles,
etc, etc. from any setting that you have visited and will visit in the future. Provided it could be generously
called public, or even semi-private, knowledge it will be in here. Only the most super-secret, utterly
private techniques are missing; after all, even the best copyright pirates can't get everything. This place is
comprehensively warded against thievery, somewhat ironically, and it would take a team of top-tier
infiltration specialists to even attempt to breach it. Of course its best defense is that, at least at jump
start, no one knows you have it. Post jump you can have this become a warehouse attachment."
