0,,CP Cost,Name,Jumpdoc,Chapter,Description
1,,100CP,Ceph Technology Free,Crysis,Domain: Databases: Mundane,"Within this small vial is a delicate sample of a Ceph commander unit, once active but now 'dead'. The
nanomachinery is still active at some level, but it acts without intelligence nor connection to the Ceph
hivemind, making it relatively safe to handle. It's not exactly a gold mine of every possible Ceph
technology, but studying it can yield tremendous advances."
2,,100CP,Cultural Crafting: Elf,Queens Blade,Domain: Databases: Mundane,"You are now expertly trained in the primary crafts of your people. You could easily make a living off of
your respective trade."
3,,100CP,Cultural Crafting: Dwarf,Queens Blade,Domain: Databases: Mundane,"You are now expertly trained in the primary crafts of your people. You could easily make a living off of
your respective trade."
4,,200CP,0-D for Dummies,Megas XLR,Domain: Databases: Mundane,"A set of textbooks that explains the basic of Hyper-dimensional structure, most potent in making spaces
with overlapping existences in layman terms, use tech in making spaces and parts that don't exist in real
space. Warning! Extremely energy intensive."
5,,200CP,Ancient Knowledge Database,Stargate Atlantis,Domain: Databases: Mundane,"Not interested in buying a Lantean City Ship or infiltrating Atlantis itself to get your hands on all that
wonderful science? This small server farm (the size of an olympic swimming pool) will be placed in your
Cosmic Warehouse or other property of your choice with the appropriate power and network hookups.
Don't expect to start churning out ZPMs just by buying this; first you'll have to sift through what is
basically the Ancient scientific equivalent of our Internet - only instead of being a few mere decades
worth of information produced by a people who've barely gotten off their first rock, this database holds
tens of thousands of years of information collected by an entire intergalactic civilisation."
6,,200CP,Unusual Talent Perk,Monster Girl Quest,Domain: Databases: Mundane,"Everyone needs a hobby, even a hero! You happen to be abnormally skilled at yours. Pick one profession
and one related skill such as an innkeeper and math, you would be able to impress even Promestein with
your abilities of simple factorization. Sadly, this does not help you in combat or sex but it does act as a
very impressive party trick and can be useful for certain things like bookkeeping."
7,,200CP,CRAFT Mind Files,Limitless,Domain: Databases: Mundane,"You have copies of mind files from all the leading minds of CRAFT, complete with uncanny valley-esque
holographic heads, informationally replicating their knowledge. These can never be stolen or corrupted,
and each jump you can receive additional mind files and holographic heads for the premier scientists of
the jump. Just keep in mind that the software running them does a middling poor job of replicating
personalities."
8,,200CP,Extremis Formula,Marvel Cinematic Universe Vol. 1,Domain: Databases: Mundane,"Another attempt at creating super soldiers, this formula creates a virus that can enhance a person to
superhuman strength, reflexes, and endurance. Additionally, normal Extremis users gain the ability to
generate extreme amounts of heat through a complex metabolic process, generating heat from their
bodies up to several thousand degrees Celsius on any part of the body they desire. When regenerating
body parts, the wounds take on the appearance of burning ashes while growing back the lost body part,
in a matter of minutes, and cooling into regular skin, flesh, and bone. Be wary however, as this makes
you light up on thermal sensors, and should your body heat up too much, you may end up exploding.
Keep this in mind."
9,,200CP,N-Ways Fusion Plant,Endless Space,Domain: Databases: Mundane,"Refueling? What's that? You have mastered the art of Endless power generation, and any device you
possess or can claim as yours never runs out of power. Other things can still be a problem, like weapons
overheating, engines breaking down, etc, but you never need to worry about your battery running out.
Your starting equipment and ship already have fusion plants installed in them, and you have schematics
to make more, of various sizes, but you will need some rare elements and facilities to make them. The
smaller they are, the simpler it is. Making a capital ship reactor is going to take a LOT of materials, but is
totally worth it."
10,,200CP,Primordial Schematics,Necron Jump SB Edition 1.0,Domain: Databases: Mundane,"The human world of Cadia was able to stymie the advance of Chaos largely due to the efforts of Necron
technology. The mysterious pylons of Cadia acted to reinforce the materium even on the verge of the Eye
of Terror. During the Thirteenth Black Crusade, the Archmagos Belisarius Cawl was even able to use them
to shrink the largest Warp Storm in the galaxy. The designs behind this priceless technology are now
within your possession. Outside of this setting, pylons designed according to the specifications of these
schematics will disrupt interdimensional portals and incursions with some fine-tuning."
