400,Power Armor,Age of Ultron,"You are in possession of armor with similar capabilities as Mark XLIII Iron Man Armor, although you can change the physical design as you see fit. You also possess schematics to make more, and an arc reactor to power the suit. "
100,Custom Armor ,Mass Effect: Andromeda,"This is your custom hardsuit, and you brought it with you from home (whether that be Milky Way or Andromeda). You may pick any armour that is in the Mass Effect universe. If you would rather pick a set of custom pieces instead of a single suit, go right ahead. You may want to make sure it will complement your preferred combat style. As a bonus, you will also get blueprints for your armour so you can make additional copies."
200,Mandalorian Armor,The Force Unleashed,"No hunter is ready without a suit of armour to protect them, and you have something special indeed. A full suit of Mandalorian armour equipped with a heads-up display, jetpack, wrist weapons, etc, but best of all it’s made of Beskar Iron a virtually indestructible metal. While in the armor neither blaster bolts nor lightsabers will be able to harm you and it’ll take a great deal of firepower to pierce it. Of course, don’t get cocky: enough blunt force and the energy will kill you even if the armour remains inact Beyond that, you may customize the armor however you like"
200,Body Armor,Star Trek - Enterprise,"You have MACO body armor that will let you survive a hit from a phaser-equivalent weapon set to kill, though you’ll likely still be out of the fight, and ignore the stun setting. It is also stab-resistant."
300,Kull Armor,Stargate: SG1,"Become a black-clad juggernaut! Two layers of armor, practically bulletproof, and able to resist most energy weapons, this suit makes everyone realize who's the boss. As a plus it even comes with two energy repeater blasters that are slightly weaker than staff weapons, but able to fire much more rapidly. Be wary though, as kinetic force can still affect you and if fired at a high enough pressure, your suit can still be pierced..."
400,Personal Force-Field Device,Stargate Atlantis,"A gem-like device that produces a personal force field and inertial dampening effect while still allowing filtered air to pass through it. You could be stabbed, shot, blasted, zatted, or thrown off a tall building – none of it would harm you – but it’s basically like walking around in a full-body oven mitt. It doesn't have an air supply so you can still suffocate without compatible air around you, and there’s a trick you have to figure out to eat or drink. The mental trigger that activates it locks it to your biometrics. However, if the shield is left on for too long, absorbs too much damage, or sustains repeated strikes, it will expend its power source and deactivate, unable to be reused until fully charged again."
50,Jetpack,Destroy All Humans,"Unfolds from a very slim backpack into two powerful energy jets, which can lift a fully grown human 5 stories into the air. While it only has a few moments of use before it overheats and runs out of energy, it cools and recharges very quickly."
100,Personal Shield,Destroy All Humans,"A small smartphone sized device that when activated surrounds the user with an energy shield that absorbs an impressive amount of kinetic and energy damage. If it absorbs too much it will collapse, leaving the user vulnerable, but after 15 seconds it will regenerate."
100,Super Environmental Suit ,Orville,"A suit that protects the user from hazardous environmental effects such as extreme gravity, toxic atmosphere and scorching temperatures. Useful for anyone who wishes to explore or travel to hostile worlds. Furthermore, it will return to you if lost or destroyed in one hour, and you have blueprints to create more."
50,Stealth Suit,Star Trek - Lower Decks,"A full-body outfit, including a face mask, which was able to mask body heat in order to avoid sensor detection. Colored black, the stealth suit allows the wearer to go largely undetected in shadows and other dark areas."
50,Tactical Suit,MCU - 1,"A standard bodysuit made of a polymer blend with ten layers of treated composite materials, allowing for state of the art protection."
200,Power Armor,Fallout 3,"Some of the best armor you could ask for in the Wasteland. While wearing this set of T-45b power armor, it wouldn't be untrue to call you a human sized tank. Wearing it will increase your strength, allowing you to go toe to toe with some of the worst the Wasteland has to offer, and stand victorious, as well as heavily resisting the effects of radiation."
100,Leather Armor,Fallout 3,"It never pays to go into the Wasteland unprotected, especially when you're fresh from the Vault. A set of leather armor, not only does it provide decent protection, but it's easy to move in and breathable, making it perfect for wandering under the blazing sun."
400,Mechanist Armor,Fallout 3,"Behold, the shining armor of the metallic superhero, the Mechanist! He had constructed his armor to offer potent defenses, with the cloth undersuit being made from an advanced ballistic weave. While wearing this armor, you will find the quality of any machines you create or repair greatly improved."
600,Chinese Stealth Armor ,Fallout 3,"Developed by the Chinese to counter the American's brute force with subterfuge and deception, the Hei Gui suit is the ultimate expression of stealth technology. This suit contains a portable device that generates a modulating field that transmits the reflected light from one side of an object to another. The end result is near-perfect active camouflage, one close to total invisibility. This stealth field can be activated whenever you want. And despite its focus on stealth, it's still adept at protecting its wearer from enemy fire."
50,Utility Belt,Star Wars: The Clone Wars,"A leather belt ringed with pockets and hooks. It comes with free ration capsules, a grappling hook, several medical packs, and a rebreather."
600,Reach Scarab,DC - Young Justice,"You have a special Scarab implanted in your spine. Unlike other scarabs, yours is permanently “off mode”, preventing the Reach from taking you under their control, and, in addition to that, it can be removed from your spine without killing you. The Scarab grants its host several superhuman abilities: It is capable of constructing objects and shifting shape with nanotechnology, has highly advanced scanners capable of scanning for lifeforms through buildings and detecting when others are lying, translating seemingly any language, projecting holographic images, extreme
durability, flight, and sonic and plasma weaponry."
100,Carapace Armor ,Ciaphas Cain,"Given that grunts ending up in a lot of the worse situations it pays off to have some additional armor. This is a set of carapace armor worn underneath your uniform. It provides an additional layer of protection and may be the difference between life and death on the battlefield.
"
100,Grav-Chutes and Void Suits,Imperial Guard,"Grav-chutes are the 40k equivalent of parachutes that utilises anti-gravity to make a safe landing, and your regiment is trained in orbital deployment. Like Environmental Suits, their equipment is necessarily sealed and protected against the cold void of space, though not chemical or biological weaponry."
200,Cloak of Shadows ,Craftworld Eldar,"To confound or resist the aim of one's enemies and their ranged weapons is a tried-and-true tactic among the Eldar, and this robe which garbs its wearer in shadows to soften the blows of their shots is little different."
100,Spy Mask ,Imperial Assassins ,"A mask which inserts neural jacks to upload information directly into your mind. Can monitor temperature, wind conditions, thermal imaging and basic psychic disturbances."
